song_name,song_artist,track number,country,start date,end date,Analysis
Psycho,Red Velvet,1,Vietnam,2019-12-27,2020-01-03,Positive
Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,2,Vietnam,2019-12-27,2020-01-03,Neutral
Dance Monkey,Tones And I,3,Vietnam,2019-12-27,2020-01-03,Neutral
Lối Nhỏ,Đen,4,Vietnam,2019-12-27,2020-01-03,Neutral
Señorita,Shawn Mendes,5,Vietnam,2019-12-27,2020-01-03,Positive
Duyen Am,Hoang Thuy Linh,6,Vietnam,2019-12-27,2020-01-03,Neutral
Memories,Maroon 5,7,Vietnam,2019-12-27,2020-01-03,Positive
Bài Này Chill Phết,Đen,8,Vietnam,2019-12-27,2020-01-03,Positive
Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,9,Vietnam,2019-12-27,2020-01-03,Positive
Mascara,Chillies,10,Vietnam,2019-12-27,2020-01-03,Neutral
Hãy Trao Cho Anh,Sơn Tùng M-TP,11,Vietnam,2019-12-27,2020-01-03,Positive
Đi Đu Đưa Đi,Bich Phuong,12,Vietnam,2019-12-27,2020-01-03,could not determine analysis
De Mi Noi Cho Ma Nghe,Hoang Thuy Linh,13,Vietnam,2019-12-27,2020-01-03,Positive
bad guy,Billie Eilish,14,Vietnam,2019-12-27,2020-01-03,Negative
everything i wanted,Billie Eilish,15,Vietnam,2019-12-27,2020-01-03,Negative
7 rings,Ariana Grande,16,Vietnam,2019-12-27,2020-01-03,Positive
Can We Kiss Forever?,Kina,17,Vietnam,2019-12-27,2020-01-03,Negative
Thanh Xuan,Da LAB,18,Vietnam,2019-12-27,2020-01-03,Negative
LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,19,Vietnam,2019-12-27,2020-01-03,Negative
Let Me Down Slowly,Alec Benjamin,20,Vietnam,2019-12-27,2020-01-03,Positive
Yummy,Justin Bieber,7,Vietnam,2020-01-03,2020-01-10,Positive
Rare,Selena Gomez,10,Vietnam,2020-01-10,2020-01-17,Positive
Black Swan,BTS,1,Vietnam,2020-01-17,2020-01-24,Positive
Boy With Luv (feat. Halsey),BTS,7,Vietnam,2020-01-17,2020-01-24,Positive
