song_name,song_artist,track number,country,start date,end date,Analysis
Toosie Slide,Drake,1,United kingdom,2020-04-03,2020-04-10,Positive
Blinding Lights,The Weeknd,2,United kingdom,2020-04-03,2020-04-10,Negative
Roses - Imanbek Remix,SAINt JHN,3,United kingdom,2020-04-03,2020-04-10,Negative
Blueberry Faygo,Lil Mosey,4,United kingdom,2020-04-03,2020-04-10,Negative
Don't Start Now,Dua Lipa,5,United kingdom,2020-04-03,2020-04-10,Negative
The Box,Roddy Ricch,6,United kingdom,2020-04-03,2020-04-10,Negative
Physical,Dua Lipa,7,United kingdom,2020-04-03,2020-04-10,Positive
death bed (coffee for your head) (feat. beabadoobee),Powfu,8,United kingdom,2020-04-03,2020-04-10,Positive
Break My Heart,Dua Lipa,9,United kingdom,2020-04-03,2020-04-10,Positive
Say So,Doja Cat,10,United kingdom,2020-04-03,2020-04-10,Positive
Dance Monkey,Tones And I,11,United kingdom,2020-04-03,2020-04-10,Neutral
Lonely,Joel Corry,12,United kingdom,2020-04-03,2020-04-10,Negative
Intentions (feat. Quavo),Justin Bieber,13,United kingdom,2020-04-03,2020-04-10,Positive
Boyfriend,Mabel,14,United kingdom,2020-04-03,2020-04-10,Positive
Before You Go,Lewis Capaldi,15,United kingdom,2020-04-03,2020-04-10,Negative
BELIEVE IT,PARTYNEXTDOOR,16,United kingdom,2020-04-03,2020-04-10,Positive
Rain,Aitch,17,United kingdom,2020-04-03,2020-04-10,Negative
Someone You Loved,Lewis Capaldi,18,United kingdom,2020-04-03,2020-04-10,Positive
Flowers (feat. Jaykae),Nathan Dawe,19,United kingdom,2020-04-03,2020-04-10,Negative
Supalonely,BENEE,20,United kingdom,2020-04-03,2020-04-10,Negative
