song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United states,2019-12-20,2019-12-27,Negative
All I Want for Christmas Is You,Mariah Carey,2,United states,2019-12-20,2019-12-27,could not determine analysis
ROXANNE,Arizona Zervas,3,United states,2019-12-20,2019-12-27,Positive
Rockin' Around The Christmas Tree,Brenda Lee,4,United states,2019-12-20,2019-12-27,Positive
Jingle Bell Rock,BobHelms,5,United states,2019-12-20,2019-12-27,could not determine analysis
Futsal Shuffle 2020,Lil Uzi Vert,6,United states,2019-12-20,2019-12-27,Negative
Circles,Post Malone,7,United states,2019-12-20,2019-12-27,Positive
It's the Most Wonderful Time of the Year,Andy Williams,8,United states,2019-12-20,2019-12-27,Positive
Falling,Trevor Daniel,9,United states,2019-12-20,2019-12-27,Positive
Bandit (with YoungBoy Never Broke Again),Juice WRLD,10,United states,2019-12-20,2019-12-27,Positive
BOP,DaBaby,11,United states,2019-12-20,2019-12-27,Negative
Last Christmas,Wham!,12,United states,2019-12-20,2019-12-27,Positive
Santa Tell Me,Ariana Grande,13,United states,2019-12-20,2019-12-27,Positive
The Christmas Song (Merry Christmas To You),Nat King Cole,14,United states,2019-12-20,2019-12-27,Positive
A Holly Jolly Christmas - Single Version,Burl Ives,15,United states,2019-12-20,2019-12-27,Positive
Adore You,Harry Styles,16,United states,2019-12-20,2019-12-27,Positive
HIGHEST IN THE ROOM,Travis Scott,17,United states,2019-12-20,2019-12-27,Positive
It's Beginning to Look a Lot like Christmas,Michael Bublé,18,United states,2019-12-20,2019-12-27,Positive
Dance Monkey,Tones And I,19,United states,2019-12-20,2019-12-27,Neutral
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,20,United states,2019-12-20,2019-12-27,could not determine analysis
