song_name,song_artist,track number,country,start date,end date,Analysis
Dance Monkey,Tones And I,1,Bulgaria,2019-12-13,2019-12-20,Neutral
Heartless,The Weeknd,2,Bulgaria,2019-12-13,2019-12-20,Negative
HIGHEST IN THE ROOM,Travis Scott,3,Bulgaria,2019-12-13,2019-12-20,Positive
Blinding Lights,The Weeknd,4,Bulgaria,2019-12-13,2019-12-20,Negative
Falling,Trevor Daniel,5,Bulgaria,2019-12-13,2019-12-20,Positive
everything i wanted,Billie Eilish,6,Bulgaria,2019-12-13,2019-12-20,Negative
Куча марка,Boro Purvi,7,Bulgaria,2019-12-13,2019-12-20,Neutral
Adore You,Harry Styles,8,Bulgaria,2019-12-13,2019-12-20,Positive
ROXANNE,Arizona Zervas,9,Bulgaria,2019-12-13,2019-12-20,Positive
Señorita,Shawn Mendes,10,Bulgaria,2019-12-13,2019-12-20,Positive
Don't Start Now,Dua Lipa,11,Bulgaria,2019-12-13,2019-12-20,Negative
Майко Майко,Boro Purvi,12,Bulgaria,2019-12-13,2019-12-20,Neutral
bad guy,Billie Eilish,13,Bulgaria,2019-12-13,2019-12-20,could not determine analysis
Watermelon Sugar,Harry Styles,14,Bulgaria,2019-12-13,2019-12-20,Positive
Lucid Dreams,Juice WRLD,15,Bulgaria,2019-12-13,2019-12-20,Positive
All I Want for Christmas Is You,Mariah Carey,16,Bulgaria,2019-12-13,2019-12-20,Positive
Roses - Imanbek Remix,SAINt JHN,17,Bulgaria,2019-12-13,2019-12-20,Negative
Излъжи ме,Lidia,18,Bulgaria,2019-12-13,2019-12-20,could not determine analysis
Superintro,Boro Purvi,19,Bulgaria,2019-12-13,2019-12-20,Positive
Poludyavash,Malkata,20,Bulgaria,2019-12-13,2019-12-20,Negative
