song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,Bulgaria,2020-03-13,2020-03-20,Negative
Blinding Lights,The Weeknd,2,Bulgaria,2020-03-13,2020-03-20,Negative
Godzilla (feat. Juice WRLD),Eminem,3,Bulgaria,2020-03-13,2020-03-20,Neutral
Roses - Imanbek Remix,SAINt JHN,4,Bulgaria,2020-03-13,2020-03-20,Negative
Don't Start Now,Dua Lipa,5,Bulgaria,2020-03-13,2020-03-20,Negative
Say So,Doja Cat,6,Bulgaria,2020-03-13,2020-03-20,Positive
Dance Monkey,Tones And I,7,Bulgaria,2020-03-13,2020-03-20,Neutral
Falling,Trevor Daniel,8,Bulgaria,2020-03-13,2020-03-20,Positive
Life Is Good (feat. Drake),Future,9,Bulgaria,2020-03-13,2020-03-20,Positive
Physical,Dua Lipa,10,Bulgaria,2020-03-13,2020-03-20,Positive
ROXANNE,Arizona Zervas,11,Bulgaria,2020-03-13,2020-03-20,Positive
After Hours,The Weeknd,12,Bulgaria,2020-03-13,2020-03-20,Negative
bad guy,Billie Eilish,13,Bulgaria,2020-03-13,2020-03-20,Negative
Boss Bitch,Doja Cat,14,Bulgaria,2020-03-13,2020-03-20,Negative
everything i wanted,Billie Eilish,15,Bulgaria,2020-03-13,2020-03-20,Negative
No Time To Die,Billie Eilish,16,Bulgaria,2020-03-13,2020-03-20,Negative
Blueberry Faygo,Lil Mosey,17,Bulgaria,2020-03-13,2020-03-20,Negative
HIGHEST IN THE ROOM,Travis Scott,18,Bulgaria,2020-03-13,2020-03-20,Positive
Intentions (feat. Quavo),Justin Bieber,19,Bulgaria,2020-03-13,2020-03-20,Positive
Lalala,Y2K,20,Bulgaria,2020-03-13,2020-03-20,Positive
