song_name,song_artist,track number,country,start date,end date,Analysis
Liberdade Provisória,Henrique &amp; Juliano,1,Brazil,2019-12-20,2019-12-27,could not determine analysis
Combatchy (feat. MC Rebecca),Anitta,2,Brazil,2019-12-20,2019-12-27,Negative
SENTADÃO,Pedro Sampaio,3,Brazil,2019-12-20,2019-12-27,Negative
Cheirosa - Ao Vivo,Jorge &amp; Mateus,4,Brazil,2019-12-20,2019-12-27,could not determine analysis
Supera - Ao Vivo,Marília Mendonça,5,Brazil,2019-12-20,2019-12-27,Positive
Surtada - Remix Brega Funk,Dadá Boladão,6,Brazil,2019-12-20,2019-12-27,Neutral
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,7,Brazil,2019-12-20,2019-12-27,could not determine analysis
Some que ele vem atrás,Anitta,8,Brazil,2019-12-20,2019-12-27,Neutral
3 Batidas - Ao Vivo,Guilherme &amp; Benuto,9,Brazil,2019-12-20,2019-12-27,could not determine analysis
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,10,Brazil,2019-12-20,2019-12-27,could not determine analysis
Tijolão - Ao Vivo,Jorge &amp; Mateus,11,Brazil,2019-12-20,2019-12-27,could not determine analysis
Verdinha,Ludmilla,12,Brazil,2019-12-20,2019-12-27,Negative
Hit Contagiante,Felipe Original,13,Brazil,2019-12-20,2019-12-27,Negative
Gaiola É o Troco,MC Du Black,14,Brazil,2019-12-20,2019-12-27,Positive
Lençol Dobrado,João Gustavo e Murilo,15,Brazil,2019-12-20,2019-12-27,Positive
Chama Ela (feat. Pedro Sampaio),Lexa,16,Brazil,2019-12-20,2019-12-27,Negative
Com ou Sem Mim (Ao Vivo em Fortaleza),Gustavo Mioto,17,Brazil,2019-12-20,2019-12-27,could not determine analysis
Ferida Curada,Zé Neto &amp; Cristiano,18,Brazil,2019-12-20,2019-12-27,could not determine analysis
S de Saudade,Luíza &amp; Maurílio,19,Brazil,2019-12-20,2019-12-27,could not determine analysis
Tiro Certo - Ao Vivo,Zé Felipe,20,Brazil,2019-12-20,2019-12-27,Negative
