song_name,song_artist,track number,country,start date,end date,Analysis
Liberdade Provisória - Ao Vivo,Henrique &amp; Juliano,1,Brazil,2020-02-21,2020-02-28,could not determine analysis
Tudo Ok,Thiaguinho MT,2,Brazil,2020-02-21,2020-02-28,Positive
SENTADÃO,Pedro Sampaio,3,Brazil,2020-02-21,2020-02-28,Negative
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4,Brazil,2020-02-21,2020-02-28,could not determine analysis
Vem Me Satisfazer,MC Ingryd,5,Brazil,2020-02-21,2020-02-28,Negative
Rave de Favela (feat. BEAM),Major Lazer,6,Brazil,2020-02-21,2020-02-28,Negative
Com ou Sem Mim - Ao Vivo,Gustavo Mioto,7,Brazil,2020-02-21,2020-02-28,Negative
Combatchy (feat. MC Rebecca),Anitta,8,Brazil,2020-02-21,2020-02-28,could not determine analysis
Graveto - Ao Vivo,Marília Mendonça,9,Brazil,2020-02-21,2020-02-28,could not determine analysis
Surtada - Remix Brega Funk,Dadá Boladão,10,Brazil,2020-02-21,2020-02-28,Neutral
Litrão - Ao Vivo,Matheus &amp; Kauan,11,Brazil,2020-02-21,2020-02-28,could not determine analysis
S de Saudade,Luíza &amp; Maurílio,12,Brazil,2020-02-21,2020-02-28,could not determine analysis
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,13,Brazil,2020-02-21,2020-02-28,could not determine analysis
Dance Monkey,Tones And I,14,Brazil,2020-02-21,2020-02-28,Neutral
Amor de Que,Pabllo Vittar,15,Brazil,2020-02-21,2020-02-28,Positive
Cheirosa - Ao Vivo,Jorge &amp; Mateus,16,Brazil,2020-02-21,2020-02-28,could not determine analysis
3 Batidas - Ao Vivo,Guilherme &amp; Benuto,17,Brazil,2020-02-21,2020-02-28,could not determine analysis
Supera - Ao Vivo,Marília Mendonça,18,Brazil,2020-02-21,2020-02-28,Positive
Contatinho - Ao Vivo,Leo Santana,19,Brazil,2020-02-21,2020-02-28,Neutral
Porta Mala,Os Parazim,20,Brazil,2020-02-21,2020-02-28,could not determine analysis
