song_name,song_artist,track number,country,start date,end date,Analysis
THE SCOTTS,THE SCOTTS,1,United states,2020-04-24,2020-05-01,Positive
Righteous,Juice WRLD,2,United states,2020-04-24,2020-05-01,Negative
Toosie Slide,Drake,3,United states,2020-04-24,2020-05-01,Positive
Blueberry Faygo,Lil Mosey,4,United states,2020-04-24,2020-05-01,Negative
ROCKSTAR (feat. Roddy Ricch),DaBaby,5,United states,2020-04-24,2020-05-01,Positive
Blinding Lights,The Weeknd,6,United states,2020-04-24,2020-05-01,Negative
The Box,Roddy Ricch,7,United states,2020-04-24,2020-05-01,Negative
goosebumps,Travis Scott,8,United states,2020-04-24,2020-05-01,Positive
Roses - Imanbek Remix,SAINt JHN,9,United states,2020-04-24,2020-05-01,Negative
WHATS POPPIN,Jack Harlow,10,United states,2020-04-24,2020-05-01,Negative
Say So,Doja Cat,11,United states,2020-04-24,2020-05-01,Positive
SICKO MODE,Travis Scott,12,United states,2020-04-24,2020-05-01,Positive
HIGHEST IN THE ROOM,Travis Scott,13,United states,2020-04-24,2020-05-01,Positive
Savage,Megan Thee Stallion,14,United states,2020-04-24,2020-05-01,Negative
Don't Start Now,Dua Lipa,15,United states,2020-04-24,2020-05-01,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,16,United states,2020-04-24,2020-05-01,Positive
Walk Em Down (feat. Roddy Ricch),NLE Choppa,17,United states,2020-04-24,2020-05-01,Negative
Circles,Post Malone,18,United states,2020-04-24,2020-05-01,Positive
Sunday Best,Surfaces,19,United states,2020-04-24,2020-05-01,Positive
Intentions (feat. Quavo),Justin Bieber,20,United states,2020-04-24,2020-05-01,Positive
