song_name,song_artist,track number,country,start date,end date,Analysis
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,1,Brazil,2020-03-27,2020-04-03,could not determine analysis
BRABA,Luísa Sonza,2,Brazil,2020-03-27,2020-04-03,Negative
Liberdade Provisória - Ao Vivo,Henrique &amp; Juliano,3,Brazil,2020-03-27,2020-04-03,could not determine analysis
Don't Start Now,Dua Lipa,4,Brazil,2020-03-27,2020-04-03,Negative
Rave de Favela (feat. BEAM),Major Lazer,5,Brazil,2020-03-27,2020-04-03,Negative
Graveto - Ao Vivo,Marília Mendonça,6,Brazil,2020-03-27,2020-04-03,could not determine analysis
Litrão - Ao Vivo,Matheus &amp; Kauan,7,Brazil,2020-03-27,2020-04-03,could not determine analysis
S de Saudade,Luíza &amp; Maurílio,8,Brazil,2020-03-27,2020-04-03,could not determine analysis
SENTADÃO,Pedro Sampaio,9,Brazil,2020-03-27,2020-04-03,Negative
Balança (feat. Pedro Sampaio e FP do Trem Bala),WC no Beat,10,Brazil,2020-03-27,2020-04-03,could not determine analysis
Cheirosa - Ao Vivo,Jorge &amp; Mateus,11,Brazil,2020-03-27,2020-04-03,could not determine analysis
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,12,Brazil,2020-03-27,2020-04-03,could not determine analysis
Dance Monkey,Tones And I,13,Brazil,2020-03-27,2020-04-03,Neutral
Vem Me Satisfazer,MC Ingryd,14,Brazil,2020-03-27,2020-04-03,Negative
Break My Heart,Dua Lipa,15,Brazil,2020-03-27,2020-04-03,Positive
Te Prometo,Dennis DJ,16,Brazil,2020-03-27,2020-04-03,Neutral
Com ou Sem Mim - Ao Vivo,Gustavo Mioto,17,Brazil,2020-03-27,2020-04-03,Negative
3 Batidas - Ao Vivo,Guilherme &amp; Benuto,18,Brazil,2020-03-27,2020-04-03,could not determine analysis
Tudo Ok,Thiaguinho MT,19,Brazil,2020-03-27,2020-04-03,Positive
Ranking,Jorge &amp; Mateus,20,Brazil,2020-03-27,2020-04-03,could not determine analysis
