song_name,song_artist,track number,country,start date,end date,Analysis
Toosie Slide,Drake,1,United states,2020-04-10,2020-04-17,Positive
Blueberry Faygo,Lil Mosey,2,United states,2020-04-10,2020-04-17,Negative
Blinding Lights,The Weeknd,3,United states,2020-04-10,2020-04-17,Negative
The Box,Roddy Ricch,4,United states,2020-04-10,2020-04-17,Negative
Roses - Imanbek Remix,SAINt JHN,5,United states,2020-04-10,2020-04-17,Negative
WHATS POPPIN,Jack Harlow,6,United states,2020-04-10,2020-04-17,Negative
Say So,Doja Cat,7,United states,2020-04-10,2020-04-17,Positive
Don't Start Now,Dua Lipa,8,United states,2020-04-10,2020-04-17,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,9,United states,2020-04-10,2020-04-17,Positive
Savage,Megan Thee Stallion,10,United states,2020-04-10,2020-04-17,Negative
Walk Em Down (feat. Roddy Ricch),NLE Choppa,11,United states,2020-04-10,2020-04-17,Negative
Life Is Good (feat. Drake),Future,12,United states,2020-04-10,2020-04-17,Positive
Intentions (feat. Quavo),Justin Bieber,13,United states,2020-04-10,2020-04-17,Positive
Sunday Best,Surfaces,14,United states,2020-04-10,2020-04-17,Positive
Level of Concern,Twenty One Pilots,15,United states,2020-04-10,2020-04-17,Positive
High Fashion (feat. Mustard),Roddy Ricch,16,United states,2020-04-10,2020-04-17,Negative
Circles,Post Malone,17,United states,2020-04-10,2020-04-17,Positive
Falling,Trevor Daniel,18,United states,2020-04-10,2020-04-17,Positive
FIND MY WAY,DaBaby,19,United states,2020-04-10,2020-04-17,Positive
Turks (feat. Travis Scott),NAV,20,United states,2020-04-10,2020-04-17,Positive
