song_name,song_artist,track number,country,start date,end date,Analysis
คิด(แต่ไม่)ถึง (Same Page?),Tilly Birds,1,Thailand,2020-04-17,2020-04-24,could not determine analysis
วาฬเกยตื้น,GUNGUN,2,Thailand,2020-04-17,2020-04-24,Neutral
นิโคติน,Mirrr,3,Thailand,2020-04-17,2020-04-24,could not determine analysis
ฝนตกไหม,Three Man Down,4,Thailand,2020-04-17,2020-04-24,could not determine analysis
ลงใจ,BOWKYLION,5,Thailand,2020-04-17,2020-04-24,Neutral
ใกล้,Scrubb,6,Thailand,2020-04-17,2020-04-24,could not determine analysis
คิดถึงแต่,BOWKYLION,7,Thailand,2020-04-17,2020-04-24,Neutral
คั่นกู - เพลงประกอบซีรีส์ เพราะเราคู่กัน,ไบร์ท วชิรวิชญ์,8,Thailand,2020-04-17,2020-04-24,could not determine analysis
หรือฉันคิดไปเอง,Zommarie,9,Thailand,2020-04-17,2020-04-24,could not determine analysis
Blueberry Faygo,Lil Mosey,10,Thailand,2020-04-17,2020-04-24,Negative
ดี๊ดี (UNEXPECTED),JAYLERR,11,Thailand,2020-04-17,2020-04-24,could not determine analysis
คนเราจะแอบรักใครสักคนได้นานแค่ไหน,Rooftop,12,Thailand,2020-04-17,2020-04-24,Positive
ทุกอย่าง,Scrubb,13,Thailand,2020-04-17,2020-04-24,could not determine analysis
เลือกคนที่เขารักเรา,Three Man Down,14,Thailand,2020-04-17,2020-04-24,could not determine analysis
แอบดี (How to live without you),Stamp,15,Thailand,2020-04-17,2020-04-24,could not determine analysis
death bed (coffee for your head) (feat. beabadoobee),Powfu,16,Thailand,2020-04-17,2020-04-24,Positive
Say So,Doja Cat,17,Thailand,2020-04-17,2020-04-24,Positive
รักได้ป่าว,Gavin D,18,Thailand,2020-04-17,2020-04-24,could not determine analysis
ภาวนา,MEYOU,19,Thailand,2020-04-17,2020-04-24,could not determine analysis
ถ้าฉันเป็นเขา,Indigo,20,Thailand,2020-04-17,2020-04-24,could not determine analysis
กอดในใจ,Billkin,17,Thailand,2020-04-24,2020-05-01,Negative
eight(Prod.&amp;Feat. SUGA of BTS),IU,4,Thailand,2020-05-01,2020-05-08,could not determine analysis
Ridin',NCT DREAM,13,Thailand,2020-05-01,2020-05-08,Positive
ข้างเดียว,Chart Suchart,20,Thailand,2020-05-01,2020-05-08,could not determine analysis
Stuck with U (with Justin Bieber),Ariana Grande,6,Thailand,2020-05-08,2020-05-15,Negative
Best Part (feat. Daniel Caesar),H.E.R.,13,Thailand,2020-05-08,2020-05-15,Positive
