song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United kingdom,2020-04-24,2020-05-01,Negative
Toosie Slide,Drake,2,United kingdom,2020-04-24,2020-05-01,Positive
Roses - Imanbek Remix,SAINt JHN,3,United kingdom,2020-04-24,2020-05-01,Negative
Houdini (feat. Swarmz &amp; Tion Wayne),KSI,4,United kingdom,2020-04-24,2020-05-01,could not determine analysis
THE SCOTTS,THE SCOTTS,5,United kingdom,2020-04-24,2020-05-01,Positive
Blueberry Faygo,Lil Mosey,6,United kingdom,2020-04-24,2020-05-01,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,7,United kingdom,2020-04-24,2020-05-01,Positive
Say So,Doja Cat,8,United kingdom,2020-04-24,2020-05-01,Positive
Break My Heart,Dua Lipa,9,United kingdom,2020-04-24,2020-05-01,Positive
goosebumps,Travis Scott,10,United kingdom,2020-04-24,2020-05-01,Positive
Rain,Aitch,11,United kingdom,2020-04-24,2020-05-01,could not determine analysis
Rover (feat. DTG),S1mba,12,United kingdom,2020-04-24,2020-05-01,Positive
SICKO MODE,Travis Scott,13,United kingdom,2020-04-24,2020-05-01,Positive
Dance Monkey,Tones And I,14,United kingdom,2020-04-24,2020-05-01,Neutral
The Box,Roddy Ricch,15,United kingdom,2020-04-24,2020-05-01,Negative
Don't Start Now,Dua Lipa,16,United kingdom,2020-04-24,2020-05-01,Negative
Righteous,Juice WRLD,17,United kingdom,2020-04-24,2020-05-01,Negative
Lonely,Joel Corry,18,United kingdom,2020-04-24,2020-05-01,Negative
Physical,Dua Lipa,19,United kingdom,2020-04-24,2020-05-01,Positive
ROCKSTAR (feat. Roddy Ricch),DaBaby,20,United kingdom,2020-04-24,2020-05-01,Positive
