song_name,song_artist,track number,country,start date,end date,Analysis
Toosie Slide,Drake,1,United states,2020-04-03,2020-04-10,Positive
The Box,Roddy Ricch,2,United states,2020-04-03,2020-04-10,Negative
Blinding Lights,The Weeknd,3,United states,2020-04-03,2020-04-10,Negative
Blueberry Faygo,Lil Mosey,4,United states,2020-04-03,2020-04-10,Negative
FIND MY WAY,DaBaby,5,United states,2020-04-03,2020-04-10,Positive
Roses - Imanbek Remix,SAINt JHN,6,United states,2020-04-03,2020-04-10,Negative
Don't Start Now,Dua Lipa,7,United states,2020-04-03,2020-04-10,Negative
WHATS POPPIN,Jack Harlow,8,United states,2020-04-03,2020-04-10,Negative
Say So,Doja Cat,9,United states,2020-04-03,2020-04-10,Positive
Savage,Megan Thee Stallion,10,United states,2020-04-03,2020-04-10,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,11,United states,2020-04-03,2020-04-10,Positive
Turks (feat. Travis Scott),NAV,12,United states,2020-04-03,2020-04-10,Positive
Intentions (feat. Quavo),Justin Bieber,13,United states,2020-04-03,2020-04-10,Positive
Life Is Good (feat. Drake),Future,14,United states,2020-04-03,2020-04-10,Positive
High Fashion (feat. Mustard),Roddy Ricch,15,United states,2020-04-03,2020-04-10,Negative
Walk Em Down (feat. Roddy Ricch),NLE Choppa,16,United states,2020-04-03,2020-04-10,Negative
Sunday Best,Surfaces,17,United states,2020-04-03,2020-04-10,Positive
Circles,Post Malone,18,United states,2020-04-03,2020-04-10,Positive
Falling,Trevor Daniel,19,United states,2020-04-03,2020-04-10,Positive
ROXANNE,Arizona Zervas,20,United states,2020-04-03,2020-04-10,Positive
