song_name,song_artist,track number,country,start date,end date,Analysis
After Hours,The Weeknd,1,Bulgaria,2020-02-21,2020-02-28,Negative
The Box,Roddy Ricch,2,Bulgaria,2020-02-21,2020-02-28,Negative
Blinding Lights,The Weeknd,3,Bulgaria,2020-02-21,2020-02-28,Negative
No Time To Die,Billie Eilish,4,Bulgaria,2020-02-21,2020-02-28,Negative
Life Is Good (feat. Drake),Future,5,Bulgaria,2020-02-21,2020-02-28,Positive
Roses - Imanbek Remix,SAINt JHN,6,Bulgaria,2020-02-21,2020-02-28,Negative
Godzilla (feat. Juice WRLD),Eminem,7,Bulgaria,2020-02-21,2020-02-28,Neutral
everything i wanted,Billie Eilish,8,Bulgaria,2020-02-21,2020-02-28,Negative
Dance Monkey,Tones And I,9,Bulgaria,2020-02-21,2020-02-28,Neutral
Don't Start Now,Dua Lipa,10,Bulgaria,2020-02-21,2020-02-28,Negative
Falling,Trevor Daniel,11,Bulgaria,2020-02-21,2020-02-28,Positive
ON,BTS,12,Bulgaria,2020-02-21,2020-02-28,Negative
Cash,Marso,13,Bulgaria,2020-02-21,2020-02-28,Negative
bad guy,Billie Eilish,14,Bulgaria,2020-02-21,2020-02-28,Negative
Physical,Dua Lipa,15,Bulgaria,2020-02-21,2020-02-28,Positive
ROXANNE,Arizona Zervas,16,Bulgaria,2020-02-21,2020-02-28,Positive
Intentions (feat. Quavo),Justin Bieber,17,Bulgaria,2020-02-21,2020-02-28,Positive
Feel Me,Selena Gomez,18,Bulgaria,2020-02-21,2020-02-28,Positive
Filter,BTS,19,Bulgaria,2020-02-21,2020-02-28,Positive
Heartless,The Weeknd,20,Bulgaria,2020-02-21,2020-02-28,Negative
