song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United kingdom,2020-04-17,2020-04-24,Negative
Toosie Slide,Drake,2,United kingdom,2020-04-17,2020-04-24,Positive
Roses - Imanbek Remix,SAINt JHN,3,United kingdom,2020-04-17,2020-04-24,Negative
Blueberry Faygo,Lil Mosey,4,United kingdom,2020-04-17,2020-04-24,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,5,United kingdom,2020-04-17,2020-04-24,Positive
Say So,Doja Cat,6,United kingdom,2020-04-17,2020-04-24,Positive
The Box,Roddy Ricch,7,United kingdom,2020-04-17,2020-04-24,Negative
Don't Start Now,Dua Lipa,8,United kingdom,2020-04-17,2020-04-24,Negative
Break My Heart,Dua Lipa,9,United kingdom,2020-04-17,2020-04-24,Positive
Dance Monkey,Tones And I,10,United kingdom,2020-04-17,2020-04-24,Neutral
Physical,Dua Lipa,11,United kingdom,2020-04-17,2020-04-24,Positive
Lonely,Joel Corry,12,United kingdom,2020-04-17,2020-04-24,could not determine analysis
Rover (feat. DTG),S1mba,13,United kingdom,2020-04-17,2020-04-24,Positive
Flowers (feat. Jaykae),Nathan Dawe,14,United kingdom,2020-04-17,2020-04-24,Negative
Rain,Aitch,15,United kingdom,2020-04-17,2020-04-24,Negative
Savage,Megan Thee Stallion,16,United kingdom,2020-04-17,2020-04-24,Negative
Before You Go,Lewis Capaldi,17,United kingdom,2020-04-17,2020-04-24,Negative
Intentions (feat. Quavo),Justin Bieber,18,United kingdom,2020-04-17,2020-04-24,Positive
Supalonely,BENEE,19,United kingdom,2020-04-17,2020-04-24,Negative
Someone You Loved,Lewis Capaldi,20,United kingdom,2020-04-17,2020-04-24,Positive
