song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,Bulgaria,2020-03-27,2020-04-03,Negative
The Box,Roddy Ricch,2,Bulgaria,2020-03-27,2020-04-03,Negative
Break My Heart,Dua Lipa,3,Bulgaria,2020-03-27,2020-04-03,Positive
Don't Start Now,Dua Lipa,4,Bulgaria,2020-03-27,2020-04-03,Negative
Roses - Imanbek Remix,SAINt JHN,5,Bulgaria,2020-03-27,2020-04-03,Negative
Physical,Dua Lipa,6,Bulgaria,2020-03-27,2020-04-03,Positive
Blueberry Faygo,Lil Mosey,7,Bulgaria,2020-03-27,2020-04-03,Negative
In Your Eyes,The Weeknd,8,Bulgaria,2020-03-27,2020-04-03,Negative
Godzilla (feat. Juice WRLD),Eminem,9,Bulgaria,2020-03-27,2020-04-03,Neutral
After Hours,The Weeknd,10,Bulgaria,2020-03-27,2020-04-03,Negative
Falling,Trevor Daniel,11,Bulgaria,2020-03-27,2020-04-03,Positive
Say So,Doja Cat,12,Bulgaria,2020-03-27,2020-04-03,Positive
Savage,Megan Thee Stallion,13,Bulgaria,2020-03-27,2020-04-03,Negative
Boss Bitch,Doja Cat,14,Bulgaria,2020-03-27,2020-04-03,Negative
Turks (feat. Travis Scott),NAV,15,Bulgaria,2020-03-27,2020-04-03,Positive
Dance Monkey,Tones And I,16,Bulgaria,2020-03-27,2020-04-03,Neutral
Life Is Good (feat. Drake),Future,17,Bulgaria,2020-03-27,2020-04-03,Positive
Heartless,The Weeknd,18,Bulgaria,2020-03-27,2020-04-03,Negative
ROXANNE,Arizona Zervas,19,Bulgaria,2020-03-27,2020-04-03,Positive
death bed (coffee for your head) (feat. beabadoobee),Powfu,20,Bulgaria,2020-03-27,2020-04-03,Positive
