song_name,song_artist,track number,country,start date,end date,Analysis
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,1,Brazil,2020-04-03,2020-04-10,could not determine analysis
BRABA,Luísa Sonza,2,Brazil,2020-04-03,2020-04-10,Negative
Liberdade Provisória - Ao Vivo,Henrique &amp; Juliano,3,Brazil,2020-04-03,2020-04-10,could not determine analysis
Rave de Favela (feat. BEAM),Major Lazer,4,Brazil,2020-04-03,2020-04-10,Negative
Don't Start Now,Dua Lipa,5,Brazil,2020-04-03,2020-04-10,Negative
Graveto - Ao Vivo,Marília Mendonça,6,Brazil,2020-04-03,2020-04-10,could not determine analysis
Litrão - Ao Vivo,Matheus &amp; Kauan,7,Brazil,2020-04-03,2020-04-10,could not determine analysis
Cheirosa - Ao Vivo,Jorge &amp; Mateus,8,Brazil,2020-04-03,2020-04-10,could not determine analysis
S de Saudade,Luíza &amp; Maurílio,9,Brazil,2020-04-03,2020-04-10,could not determine analysis
Ranking,Jorge &amp; Mateus,10,Brazil,2020-04-03,2020-04-10,could not determine analysis
SENTADÃO,Pedro Sampaio,11,Brazil,2020-04-03,2020-04-10,Negative
Dance Monkey,Tones And I,12,Brazil,2020-04-03,2020-04-10,Neutral
Te Prometo,Dennis DJ,13,Brazil,2020-04-03,2020-04-10,Neutral
Supera - Ao Vivo,Marília Mendonça,14,Brazil,2020-04-03,2020-04-10,Positive
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,15,Brazil,2020-04-03,2020-04-10,could not determine analysis
Tudo no Sigilo,Vytinho NG,16,Brazil,2020-04-03,2020-04-10,Negative
Com ou Sem Mim - Ao Vivo,Gustavo Mioto,17,Brazil,2020-04-03,2020-04-10,Negative
Balança (feat. Pedro Sampaio e FP do Trem Bala),WC no Beat,18,Brazil,2020-04-03,2020-04-10,could not determine analysis
Vem Me Satisfazer,MC Ingryd,19,Brazil,2020-04-03,2020-04-10,Negative
Tijolão - Ao Vivo,Jorge &amp; Mateus,20,Brazil,2020-04-03,2020-04-10,could not determine analysis
