song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United states,2020-03-20,2020-03-27,Negative
The Box,Roddy Ricch,2,United states,2020-03-20,2020-03-27,Negative
In Your Eyes,The Weeknd,3,United states,2020-03-20,2020-03-27,Negative
After Hours,The Weeknd,4,United states,2020-03-20,2020-03-27,Negative
Blueberry Faygo,Lil Mosey,5,United states,2020-03-20,2020-03-27,could not determine analysis
Heartless,The Weeknd,6,United states,2020-03-20,2020-03-27,Negative
Alone Again,The Weeknd,7,United states,2020-03-20,2020-03-27,Negative
Scared To Live,The Weeknd,8,United states,2020-03-20,2020-03-27,Positive
Hardest To Love,The Weeknd,9,United states,2020-03-20,2020-03-27,Positive
Too Late,The Weeknd,10,United states,2020-03-20,2020-03-27,Positive
Save Your Tears,The Weeknd,11,United states,2020-03-20,2020-03-27,Positive
Say So,Doja Cat,12,United states,2020-03-20,2020-03-27,Positive
Snowchild,The Weeknd,13,United states,2020-03-20,2020-03-27,Negative
Escape From LA,The Weeknd,14,United states,2020-03-20,2020-03-27,Negative
Faith,The Weeknd,15,United states,2020-03-20,2020-03-27,Positive
WHATS POPPIN,Jack Harlow,16,United states,2020-03-20,2020-03-27,Negative
Intentions (feat. Quavo),Justin Bieber,17,United states,2020-03-20,2020-03-27,Positive
Don't Start Now,Dua Lipa,18,United states,2020-03-20,2020-03-27,Negative
High Fashion (feat. Mustard),Roddy Ricch,19,United states,2020-03-20,2020-03-27,Negative
ROXANNE,Arizona Zervas,20,United states,2020-03-20,2020-03-27,could not determine analysis
