song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United kingdom,2020-01-24,2020-01-31,Negative
Godzilla (feat. Juice WRLD),Eminem,2,United kingdom,2020-01-24,2020-01-31,Neutral
Blinding Lights,The Weeknd,3,United kingdom,2020-01-24,2020-01-31,Negative
Dance Monkey,Tones And I,4,United kingdom,2020-01-24,2020-01-31,Neutral
Life Is Good (feat. Drake),Future,5,United kingdom,2020-01-24,2020-01-31,Positive
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,6,United kingdom,2020-01-24,2020-01-31,could not determine analysis
ROXANNE,Arizona Zervas,7,United kingdom,2020-01-24,2020-01-31,Positive
Before You Go,Lewis Capaldi,8,United kingdom,2020-01-24,2020-01-31,Negative
everything i wanted,Billie Eilish,9,United kingdom,2020-01-24,2020-01-31,Negative
Don't Start Now,Dua Lipa,10,United kingdom,2020-01-24,2020-01-31,Negative
Play Play (feat. Burna Boy),J Hus,11,United kingdom,2020-01-24,2020-01-31,Positive
Someone You Loved,Lewis Capaldi,12,United kingdom,2020-01-24,2020-01-31,Positive
Yummy,Justin Bieber,13,United kingdom,2020-01-24,2020-01-31,Positive
Ei8ht Mile (feat. Aitch),DigDat,14,United kingdom,2020-01-24,2020-01-31,Positive
Adore You,Harry Styles,15,United kingdom,2020-01-24,2020-01-31,Positive
Falling,Trevor Daniel,16,United kingdom,2020-01-24,2020-01-31,Positive
Lose Control,MEDUZA,17,United kingdom,2020-01-24,2020-01-31,Positive
Repeat (feat. Koffee),J Hus,18,United kingdom,2020-01-24,2020-01-31,Positive
Big Conspiracy (feat. iceè tgm),J Hus,19,United kingdom,2020-01-24,2020-01-31,Negative
bad guy,Billie Eilish,20,United kingdom,2020-01-24,2020-01-31,Negative
Wake Up Call (feat. Trippie Redd),KSI,14,United kingdom,2020-01-31,2020-02-07,Positive
Physical,Dua Lipa,16,United kingdom,2020-01-31,2020-02-07,Positive
My Oh My (feat. DaBaby),Camila Cabello,17,United kingdom,2020-01-31,2020-02-07,Neutral
You should be sad,Halsey,19,United kingdom,2020-01-31,2020-02-07,Negative
Roses - Imanbek Remix,SAINt JHN,12,United kingdom,2020-02-07,2020-02-14,Negative
Intentions,Justin Bieber,15,United kingdom,2020-02-07,2020-02-14,Positive
No Time To Die,Billie Eilish,1,United kingdom,2020-02-14,2020-02-21,Negative
Intentions (feat. Quavo),Justin Bieber,6,United kingdom,2020-02-14,2020-02-21,Positive
