song_name,song_artist,track number,country,start date,end date,Analysis
blun7 a swishland,tha Supreme,1,Italy,2019-12-27,2020-01-03,Negative
fuck 3x,tha Supreme,2,Italy,2019-12-27,2020-01-03,Negative
Dance Monkey,Tones And I,3,Italy,2019-12-27,2020-01-03,Neutral
Ti volevo dedicare (feat. J-AX &amp; Boomdabash),Rocco Hunt,4,Italy,2019-12-27,2020-01-03,could not determine analysis
SUPREME - L'ego (feat. tha Supreme &amp; Sfera Ebbasta),Marracash,5,Italy,2019-12-27,2020-01-03,could not determine analysis
RITMO (Bad Boys For Life),Black Eyed Peas,6,Italy,2019-12-27,2020-01-03,Positive
CRUDELIA - I nervi,Marracash,7,Italy,2019-12-27,2020-01-03,Negative
ANSIA NO,FSK SATELLITE,8,Italy,2019-12-27,2020-01-03,Negative
Pookie (feat. Capo Plaza) - Remix,Aya Nakamura,9,Italy,2019-12-27,2020-01-03,Negative
Soldi in Nero - feat. Sfera Ebbasta,Shiva,10,Italy,2019-12-27,2020-01-03,Positive
Tutto Questo Sei Tu,Ultimo,11,Italy,2019-12-27,2020-01-03,Positive
"CHARLES MANSON (BUON NATALE2) (feat. Lazza) - feat. Dani Faiv, Nitro",Salmo,12,Italy,2019-12-27,2020-01-03,Positive
BRAVI A CADERE - I polmoni,Marracash,13,Italy,2019-12-27,2020-01-03,Negative
Chiasso,Random,14,Italy,2019-12-27,2020-01-03,Negative
Holly &amp; Benji (feat. Capo Plaza &amp; Shiva),AVA,15,Italy,2019-12-27,2020-01-03,could not determine analysis
Falling,Trevor Daniel,16,Italy,2019-12-27,2020-01-03,Positive
Memories,Maroon 5,17,Italy,2019-12-27,2020-01-03,Positive
Barrio,Mahmood,18,Italy,2019-12-27,2020-01-03,Negative
sw1n6o - feat. Salmo,tha Supreme,19,Italy,2019-12-27,2020-01-03,Positive
Cin Cin,Alfa,20,Italy,2019-12-27,2020-01-03,Negative
Non Avere Paura,Tommaso Paradiso,18,Italy,2020-01-03,2020-01-10,Negative
Una volta ancora (feat. Ana Mena),Fred De Palma,19,Italy,2020-01-03,2020-01-10,Negative
ROXANNE,Arizona Zervas,15,Italy,2020-01-10,2020-01-17,Positive
Don't Start Now,Dua Lipa,19,Italy,2020-01-10,2020-01-17,Negative
Boogieman (feat. Salmo),Ghali,1,Italy,2020-01-17,2020-01-24,Positive
Stu core t'apparten,Rocco Hunt,4,Italy,2020-01-17,2020-01-24,Negative
Godzilla (feat. Juice WRLD),Eminem,9,Italy,2020-01-17,2020-01-24,Neutral
Calmo - feat. tha Supreme,Shiva,17,Italy,2020-01-17,2020-01-24,Positive
Allora ciao,Shade,18,Italy,2020-01-17,2020-01-24,Positive
Rapide,Mahmood,19,Italy,2020-01-17,2020-01-24,Negative
