song_name,song_artist,track number,country,start date,end date,Analysis
No Time To Die,Billie Eilish,1,United kingdom,2020-02-14,2020-02-21,Negative
The Box,Roddy Ricch,2,United kingdom,2020-02-14,2020-02-21,Negative
Blinding Lights,The Weeknd,3,United kingdom,2020-02-14,2020-02-21,Negative
Dance Monkey,Tones And I,4,United kingdom,2020-02-14,2020-02-21,Neutral
Don't Start Now,Dua Lipa,5,United kingdom,2020-02-14,2020-02-21,Negative
Intentions (feat. Quavo),Justin Bieber,6,United kingdom,2020-02-14,2020-02-21,Positive
Before You Go,Lewis Capaldi,7,United kingdom,2020-02-14,2020-02-21,Negative
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,8,United kingdom,2020-02-14,2020-02-21,could not determine analysis
Godzilla (feat. Juice WRLD),Eminem,9,United kingdom,2020-02-14,2020-02-21,Neutral
Roses - Imanbek Remix,SAINt JHN,10,United kingdom,2020-02-14,2020-02-21,Negative
ROXANNE,Arizona Zervas,11,United kingdom,2020-02-14,2020-02-21,Positive
Life Is Good (feat. Drake),Future,12,United kingdom,2020-02-14,2020-02-21,could not determine analysis
everything i wanted,Billie Eilish,13,United kingdom,2020-02-14,2020-02-21,Negative
Someone You Loved,Lewis Capaldi,14,United kingdom,2020-02-14,2020-02-21,Positive
Adore You,Harry Styles,15,United kingdom,2020-02-14,2020-02-21,Positive
Yummy,Justin Bieber,16,United kingdom,2020-02-14,2020-02-21,Positive
Falling,Trevor Daniel,17,United kingdom,2020-02-14,2020-02-21,Positive
You should be sad,Halsey,18,United kingdom,2020-02-14,2020-02-21,Negative
My Oh My (feat. DaBaby),Camila Cabello,19,United kingdom,2020-02-14,2020-02-21,Neutral
bad guy,Billie Eilish,20,United kingdom,2020-02-14,2020-02-21,Negative
