song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United kingdom,2020-01-10,2020-01-17,Negative
Dance Monkey,Tones And I,2,United kingdom,2020-01-10,2020-01-17,could not determine analysis
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,3,United kingdom,2020-01-10,2020-01-17,could not determine analysis
Life Is Good (feat. Drake),Future,4,United kingdom,2020-01-10,2020-01-17,Positive
ROXANNE,Arizona Zervas,5,United kingdom,2020-01-10,2020-01-17,Positive
Before You Go,Lewis Capaldi,6,United kingdom,2020-01-10,2020-01-17,Negative
Yummy,Justin Bieber,7,United kingdom,2020-01-10,2020-01-17,Positive
Don't Start Now,Dua Lipa,8,United kingdom,2020-01-10,2020-01-17,Negative
everything i wanted,Billie Eilish,9,United kingdom,2020-01-10,2020-01-17,Negative
Adore You,Harry Styles,10,United kingdom,2020-01-10,2020-01-17,Positive
Blinding Lights,The Weeknd,11,United kingdom,2020-01-10,2020-01-17,Negative
Someone You Loved,Lewis Capaldi,12,United kingdom,2020-01-10,2020-01-17,Positive
Lose Control,MEDUZA,13,United kingdom,2020-01-10,2020-01-17,Positive
Falling,Trevor Daniel,14,United kingdom,2020-01-10,2020-01-17,Positive
My Oh My (feat. DaBaby),Camila Cabello,15,United kingdom,2020-01-10,2020-01-17,Neutral
Ride It,Regard,16,United kingdom,2020-01-10,2020-01-17,Negative
Lose You To Love Me,Selena Gomez,17,United kingdom,2020-01-10,2020-01-17,Positive
hot girl bummer,blackbear,18,United kingdom,2020-01-10,2020-01-17,Negative
Circles,Post Malone,19,United kingdom,2020-01-10,2020-01-17,Positive
Bruises,Lewis Capaldi,20,United kingdom,2020-01-10,2020-01-17,Positive
