song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United states,2020-02-07,2020-02-14,Negative
Life Is Good (feat. Drake),Future,2,United states,2020-02-07,2020-02-14,Positive
Intentions,Justin Bieber,3,United states,2020-02-07,2020-02-14,Positive
ROXANNE,Arizona Zervas,4,United states,2020-02-07,2020-02-14,Positive
High Fashion (feat. Mustard),Roddy Ricch,5,United states,2020-02-07,2020-02-14,Negative
Blinding Lights,The Weeknd,6,United states,2020-02-07,2020-02-14,Negative
Godzilla (feat. Juice WRLD),Eminem,7,United states,2020-02-07,2020-02-14,Neutral
Falling,Trevor Daniel,8,United states,2020-02-07,2020-02-14,Positive
Don't Start Now,Dua Lipa,9,United states,2020-02-07,2020-02-14,Negative
Circles,Post Malone,10,United states,2020-02-07,2020-02-14,Positive
everything i wanted,Billie Eilish,11,United states,2020-02-07,2020-02-14,Negative
BOP,DaBaby,12,United states,2020-02-07,2020-02-14,Negative
Dance Monkey,Tones And I,13,United states,2020-02-07,2020-02-14,Neutral
Suicidal,YNW Melly,14,United states,2020-02-07,2020-02-14,Negative
Blueberry Faygo,Lil Mosey,15,United states,2020-02-07,2020-02-14,Negative
Run,Joji,16,United states,2020-02-07,2020-02-14,Negative
Ballin' (with Roddy Ricch),Mustard,17,United states,2020-02-07,2020-02-14,Positive
Say So,Doja Cat,18,United states,2020-02-07,2020-02-14,Positive
TOES (feat. Lil Baby &amp; Moneybagg Yo),DaBaby,19,United states,2020-02-07,2020-02-14,could not determine analysis
Bandit (with YoungBoy Never Broke Again),Juice WRLD,20,United states,2020-02-07,2020-02-14,Positive
