song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United states,2020-02-14,2020-02-21,Negative
Intentions (feat. Quavo),Justin Bieber,2,United states,2020-02-14,2020-02-21,Positive
Life Is Good (feat. Drake),Future,3,United states,2020-02-14,2020-02-21,Positive
No Time To Die,Billie Eilish,4,United states,2020-02-14,2020-02-21,could not determine analysis
Blinding Lights,The Weeknd,5,United states,2020-02-14,2020-02-21,Negative
ROXANNE,Arizona Zervas,6,United states,2020-02-14,2020-02-21,Positive
Forever (feat. Post Malone &amp; Clever),Justin Bieber,7,United states,2020-02-14,2020-02-21,could not determine analysis
Blueberry Faygo,Lil Mosey,8,United states,2020-02-14,2020-02-21,Negative
High Fashion (feat. Mustard),Roddy Ricch,9,United states,2020-02-14,2020-02-21,Negative
Falling,Trevor Daniel,10,United states,2020-02-14,2020-02-21,Positive
Circles,Post Malone,11,United states,2020-02-14,2020-02-21,Positive
Don't Start Now,Dua Lipa,12,United states,2020-02-14,2020-02-21,Negative
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,13,United states,2020-02-14,2020-02-21,Negative
everything i wanted,Billie Eilish,14,United states,2020-02-14,2020-02-21,Negative
Yummy,Justin Bieber,15,United states,2020-02-14,2020-02-21,Positive
Godzilla (feat. Juice WRLD),Eminem,16,United states,2020-02-14,2020-02-21,Neutral
Dance Monkey,Tones And I,17,United states,2020-02-14,2020-02-21,Neutral
BOP,DaBaby,18,United states,2020-02-14,2020-02-21,Negative
Suicidal,YNW Melly,19,United states,2020-02-14,2020-02-21,Negative
WHATS POPPIN,Jack Harlow,20,United states,2020-02-14,2020-02-21,Negative
