song_name,song_artist,track number,country,start date,end date,Analysis
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,1,Brazil,2020-04-10,2020-04-17,could not determine analysis
BRABA,Luísa Sonza,2,Brazil,2020-04-10,2020-04-17,Negative
Liberdade Provisória - Ao Vivo,Henrique &amp; Juliano,3,Brazil,2020-04-10,2020-04-17,could not determine analysis
Don't Start Now,Dua Lipa,4,Brazil,2020-04-10,2020-04-17,Negative
Rave de Favela (feat. BEAM),Major Lazer,5,Brazil,2020-04-10,2020-04-17,Negative
Graveto - Ao Vivo,Marília Mendonça,6,Brazil,2020-04-10,2020-04-17,could not determine analysis
Litrão - Ao Vivo,Matheus &amp; Kauan,7,Brazil,2020-04-10,2020-04-17,could not determine analysis
S de Saudade,Luíza &amp; Maurílio,8,Brazil,2020-04-10,2020-04-17,could not determine analysis
Te Prometo,Dennis DJ,9,Brazil,2020-04-10,2020-04-17,Neutral
Tudo no Sigilo,Vytinho NG,10,Brazil,2020-04-10,2020-04-17,Negative
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,11,Brazil,2020-04-10,2020-04-17,could not determine analysis
Ranking,Jorge &amp; Mateus,12,Brazil,2020-04-10,2020-04-17,could not determine analysis
Supera - Ao Vivo,Marília Mendonça,13,Brazil,2020-04-10,2020-04-17,Positive
SENTADÃO,Pedro Sampaio,14,Brazil,2020-04-10,2020-04-17,Negative
Dance Monkey,Tones And I,15,Brazil,2020-04-10,2020-04-17,Neutral
Cheirosa - Ao Vivo,Jorge &amp; Mateus,16,Brazil,2020-04-10,2020-04-17,could not determine analysis
Com ou Sem Mim - Ao Vivo,Gustavo Mioto,17,Brazil,2020-04-10,2020-04-17,Negative
Balança (feat. Pedro Sampaio e FP do Trem Bala),WC no Beat,18,Brazil,2020-04-10,2020-04-17,could not determine analysis
Volta por Baixo - Ao Vivo,Henrique &amp; Juliano,19,Brazil,2020-04-10,2020-04-17,could not determine analysis
água com açúcar - ao vivo,Luan Santana,20,Brazil,2020-04-10,2020-04-17,could not determine analysis
