song_name,song_artist,track number,country,start date,end date,Analysis
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,1,India,2020-01-24,2020-01-31,could not determine analysis
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,2,India,2020-01-24,2020-01-31,could not determine analysis
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,3,India,2020-01-24,2020-01-31,Negative
"Shayad (From ""Love Aaj Kal"")",Pritam,4,India,2020-01-24,2020-01-31,could not determine analysis
Falling,Trevor Daniel,5,India,2020-01-24,2020-01-31,Positive
Yummy,Justin Bieber,6,India,2020-01-24,2020-01-31,Positive
Makhna,Tanishk Bagchi,7,India,2020-01-24,2020-01-31,Neutral
"Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,8,India,2020-01-24,2020-01-31,Positive
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,9,India,2020-01-24,2020-01-31,could not determine analysis
"Ghungroo (From ""War"")",Arijit Singh,10,India,2020-01-24,2020-01-31,could not determine analysis
Memories,Maroon 5,11,India,2020-01-24,2020-01-31,Positive
Godzilla (feat. Juice WRLD),Eminem,12,India,2020-01-24,2020-01-31,Neutral
Yaad Piya Ki Aane Lagi,Neha Kakkar,13,India,2020-01-24,2020-01-31,could not determine analysis
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,14,India,2020-01-24,2020-01-31,Neutral
Blinding Lights,The Weeknd,15,India,2020-01-24,2020-01-31,Negative
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,16,India,2020-01-24,2020-01-31,could not determine analysis
Señorita,Shawn Mendes,17,India,2020-01-24,2020-01-31,Positive
ROXANNE,Arizona Zervas,18,India,2020-01-24,2020-01-31,Positive
"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,19,India,2020-01-24,2020-01-31,Neutral
"Humraah (From ""Malang - Unleash The Madness"")",Sachet Tandon,20,India,2020-01-24,2020-01-31,could not determine analysis
"Haan Main Galat (From ""Love Aaj Kal"")",Pritam,7,India,2020-01-31,2020-02-07,could not determine analysis
"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,18,India,2020-01-31,2020-02-07,could not determine analysis
Intentions,Justin Bieber,6,India,2020-02-07,2020-02-14,Positive
"Mehrama (From ""Love Aaj Kal"")",Pritam,15,India,2020-02-07,2020-02-14,could not determine analysis
Shayad,Pritam,1,India,2020-02-14,2020-02-21,Neutral
Illegal Weapon 2.0,Jasmine Sandlas,3,India,2020-02-14,2020-02-21,Neutral
Intentions (feat. Quavo),Justin Bieber,5,India,2020-02-14,2020-02-21,Positive
Haan Main Galat,Pritam,6,India,2020-02-14,2020-02-21,Neutral
Mehrama,Pritam,10,India,2020-02-14,2020-02-21,Neutral
No Time To Die,Billie Eilish,19,India,2020-02-14,2020-02-21,Negative
Lagdi Lahore Di,Guru Randhawa,20,India,2020-02-14,2020-02-21,Neutral
