song_name,song_artist,track number,country,start date,end date,Analysis
Godzilla (feat. Juice WRLD),Eminem,1,Bulgaria,2020-01-24,2020-01-31,Neutral
The Box,Roddy Ricch,2,Bulgaria,2020-01-24,2020-01-31,Negative
Life Is Good (feat. Drake),Future,3,Bulgaria,2020-01-24,2020-01-31,Positive
Blinding Lights,The Weeknd,4,Bulgaria,2020-01-24,2020-01-31,could not determine analysis
Dance Monkey,Tones And I,5,Bulgaria,2020-01-24,2020-01-31,Neutral
everything i wanted,Billie Eilish,6,Bulgaria,2020-01-24,2020-01-31,Negative
Falling,Trevor Daniel,7,Bulgaria,2020-01-24,2020-01-31,Positive
Roses - Imanbek Remix,SAINt JHN,8,Bulgaria,2020-01-24,2020-01-31,Negative
bad guy,Billie Eilish,9,Bulgaria,2020-01-24,2020-01-31,Negative
Don't Start Now,Dua Lipa,10,Bulgaria,2020-01-24,2020-01-31,Negative
ROXANNE,Arizona Zervas,11,Bulgaria,2020-01-24,2020-01-31,Positive
Yummy,Justin Bieber,12,Bulgaria,2020-01-24,2020-01-31,Positive
You should be sad,Halsey,13,Bulgaria,2020-01-24,2020-01-31,Negative
Ayy Macarena,Tyga,14,Bulgaria,2020-01-24,2020-01-31,Negative
HIGHEST IN THE ROOM,Travis Scott,15,Bulgaria,2020-01-24,2020-01-31,Positive
Heartless,The Weeknd,16,Bulgaria,2020-01-24,2020-01-31,Negative
Rare,Selena Gomez,17,Bulgaria,2020-01-24,2020-01-31,Positive
My Oh My (feat. DaBaby),Camila Cabello,18,Bulgaria,2020-01-24,2020-01-31,Neutral
Señorita,Shawn Mendes,19,Bulgaria,2020-01-24,2020-01-31,Positive
Those Kinda Nights (feat. Ed Sheeran),Eminem,20,Bulgaria,2020-01-24,2020-01-31,Positive
