song_name,song_artist,track number,country,start date,end date,Analysis
Intentions (feat. Quavo),Justin Bieber,1,Vietnam,2020-03-20,2020-03-27,Positive
Sweet Night,V,2,Vietnam,2020-03-20,2020-03-27,Positive
Lối Nhỏ,Đen,3,Vietnam,2020-03-20,2020-03-27,Neutral
ON,BTS,4,Vietnam,2020-03-20,2020-03-27,Negative
Señorita,Shawn Mendes,5,Vietnam,2020-03-20,2020-03-27,Positive
Black Swan,BTS,6,Vietnam,2020-03-20,2020-03-27,Positive
Who (feat. BTS),Lauv,7,Vietnam,2020-03-20,2020-03-27,Neutral
death bed (coffee for your head) (feat. beabadoobee),Powfu,8,Vietnam,2020-03-20,2020-03-27,Positive
Memories,Maroon 5,9,Vietnam,2020-03-20,2020-03-27,Positive
Dance Monkey,Tones And I,10,Vietnam,2020-03-20,2020-03-27,Neutral
WANNABE,ITZY,11,Vietnam,2020-03-20,2020-03-27,could not determine analysis
Bài Này Chill Phết,Đen,12,Vietnam,2020-03-20,2020-03-27,Positive
Cần Gì Hơn,Tien Tien,13,Vietnam,2020-03-20,2020-03-27,Positive
ON (Feat. Sia),BTS,14,Vietnam,2020-03-20,2020-03-27,Negative
Mascara,Chillies,15,Vietnam,2020-03-20,2020-03-27,Neutral
시작,Gaho,16,Vietnam,2020-03-20,2020-03-27,Neutral
Say So,Doja Cat,17,Vietnam,2020-03-20,2020-03-27,Positive
Boy With Luv (feat. Halsey),BTS,18,Vietnam,2020-03-20,2020-03-27,Positive
Psycho,Red Velvet,19,Vietnam,2020-03-20,2020-03-27,Positive
Filter,BTS,20,Vietnam,2020-03-20,2020-03-27,Positive
Vùng Ký Ức,Chillies,1,Vietnam,2020-03-27,2020-04-03,Negative
Break My Heart,Dua Lipa,2,Vietnam,2020-03-27,2020-04-03,Positive
Don't Start Now,Dua Lipa,3,Vietnam,2020-03-27,2020-04-03,Negative
"Sau Nay, Hay Gap Lai Nhau Khi Hoa No",Nguyen Ha,9,Vietnam,2020-03-27,2020-04-03,Negative
Có Em Đời Bỗng Vui,Chillies,19,Vietnam,2020-03-27,2020-04-03,Negative
Ke Cap Gap Ba Gia (feat. BINZ),Hoang Thuy Linh,2,Vietnam,2020-04-03,2020-04-10,could not determine analysis
Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,13,Vietnam,2020-04-03,2020-04-10,Positive
Duyen Am,Hoang Thuy Linh,16,Vietnam,2020-04-03,2020-04-10,Neutral
Và Thế Là Hết,Chillies,19,Vietnam,2020-04-10,2020-04-17,Neutral
Thanh Xuan,Da LAB,20,Vietnam,2020-04-10,2020-04-17,Negative
