song_name,song_artist,track number,country,start date,end date,Analysis
Shayad,Pritam,1,India,2020-02-21,2020-02-28,Neutral
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,2,India,2020-02-21,2020-02-28,could not determine analysis
Falling,Trevor Daniel,3,India,2020-02-21,2020-02-28,Positive
Illegal Weapon 2.0,Jasmine Sandlas,4,India,2020-02-21,2020-02-28,Neutral
Intentions (feat. Quavo),Justin Bieber,5,India,2020-02-21,2020-02-28,Positive
Haan Main Galat,Pritam,6,India,2020-02-21,2020-02-28,Neutral
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,7,India,2020-02-21,2020-02-28,Negative
"Ghungroo (From ""War"")",Arijit Singh,8,India,2020-02-21,2020-02-28,could not determine analysis
Makhna,Tanishk Bagchi,9,India,2020-02-21,2020-02-28,Neutral
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,10,India,2020-02-21,2020-02-28,could not determine analysis
"Humraah (From ""Malang - Unleash The Madness"")",Sachet Tandon,11,India,2020-02-21,2020-02-28,could not determine analysis
Yummy,Justin Bieber,12,India,2020-02-21,2020-02-28,Positive
ON,BTS,13,India,2020-02-21,2020-02-28,Negative
Blinding Lights,The Weeknd,14,India,2020-02-21,2020-02-28,Negative
Mehrama,Pritam,15,India,2020-02-21,2020-02-28,Neutral
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,16,India,2020-02-21,2020-02-28,could not determine analysis
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,17,India,2020-02-21,2020-02-28,Neutral
After Hours,The Weeknd,18,India,2020-02-21,2020-02-28,Negative
"Chal Ghar Chalen (From ""Malang - Unleash The Madness"") [Mithoon feat. Arijit Singh]",Mithoon,19,India,2020-02-21,2020-02-28,could not determine analysis
Memories,Maroon 5,20,India,2020-02-21,2020-02-28,Positive
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana,12,India,2020-02-28,2020-03-06,Neutral
ROXANNE,Arizona Zervas,19,India,2020-02-28,2020-03-06,Positive
Yaad Piya Ki Aane Lagi,Neha Kakkar,20,India,2020-02-28,2020-03-06,could not determine analysis
Pal Pal Dil Ke Paas- Title Track,Arijit Singh,15,India,2020-03-13,2020-03-20,could not determine analysis
