song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United states,2020-03-13,2020-03-20,Negative
Myron,Lil Uzi Vert,2,United states,2020-03-13,2020-03-20,Negative
Blueberry Faygo,Lil Mosey,3,United states,2020-03-13,2020-03-20,Negative
Blinding Lights,The Weeknd,4,United states,2020-03-13,2020-03-20,Negative
P2,Lil Uzi Vert,5,United states,2020-03-13,2020-03-20,Positive
That Way - Bonus Track,Lil Uzi Vert,6,United states,2020-03-13,2020-03-20,Positive
Say So,Doja Cat,7,United states,2020-03-13,2020-03-20,Positive
Bean (Kobe) [feat. Chief Keef],Lil Uzi Vert,8,United states,2020-03-13,2020-03-20,Negative
WHATS POPPIN,Jack Harlow,9,United states,2020-03-13,2020-03-20,Negative
Baby Pluto,Lil Uzi Vert,10,United states,2020-03-13,2020-03-20,Negative
Intentions (feat. Quavo),Justin Bieber,11,United states,2020-03-13,2020-03-20,Positive
ROXANNE,Arizona Zervas,12,United states,2020-03-13,2020-03-20,Positive
High Fashion (feat. Mustard),Roddy Ricch,13,United states,2020-03-13,2020-03-20,Negative
Yessirskiii,Lil Uzi Vert,14,United states,2020-03-13,2020-03-20,Negative
Godzilla (feat. Juice WRLD),Eminem,15,United states,2020-03-13,2020-03-20,Neutral
Don't Start Now,Dua Lipa,16,United states,2020-03-13,2020-03-20,Negative
Life Is Good (feat. Drake),Future,17,United states,2020-03-13,2020-03-20,Positive
Circles,Post Malone,18,United states,2020-03-13,2020-03-20,Positive
Lo Mein,Lil Uzi Vert,19,United states,2020-03-13,2020-03-20,Positive
Falling,Trevor Daniel,20,United states,2020-03-13,2020-03-20,Positive
