song_name,song_artist,track number,country,start date,end date,Analysis
ROXANNE,Arizona Zervas,1,United states,2019-12-06,2019-12-13,Positive
Bandit (with YoungBoy Never Broke Again),Juice WRLD,2,United states,2019-12-06,2019-12-13,Positive
Lucid Dreams,Juice WRLD,3,United states,2019-12-06,2019-12-13,Positive
Circles,Post Malone,4,United states,2019-12-06,2019-12-13,Positive
Adore You,Harry Styles,5,United states,2019-12-06,2019-12-13,Positive
Heartless,The Weeknd,6,United states,2019-12-06,2019-12-13,Negative
Falling,Trevor Daniel,7,United states,2019-12-06,2019-12-13,Positive
Robbery,Juice WRLD,8,United states,2019-12-06,2019-12-13,Positive
BOP,DaBaby,9,United states,2019-12-06,2019-12-13,Negative
HIGHEST IN THE ROOM,Travis Scott,10,United states,2019-12-06,2019-12-13,Positive
Blinding Lights,The Weeknd,11,United states,2019-12-06,2019-12-13,Negative
everything i wanted,Billie Eilish,12,United states,2019-12-06,2019-12-13,Negative
All I Want for Christmas Is You,Mariah Carey,13,United states,2019-12-06,2019-12-13,Positive
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,14,United states,2019-12-06,2019-12-13,Positive
Dance Monkey,Tones And I,15,United states,2019-12-06,2019-12-13,Neutral
Someone You Loved,Lewis Capaldi,16,United states,2019-12-06,2019-12-13,Positive
All Girls Are The Same,Juice WRLD,17,United states,2019-12-06,2019-12-13,Positive
Rockin' Around The Christmas Tree,Brenda Lee,18,United states,2019-12-06,2019-12-13,Positive
Legends,Juice WRLD,19,United states,2019-12-06,2019-12-13,Negative
Jingle Bell Rock,BobHelms,20,United states,2019-12-06,2019-12-13,could not determine analysis
