song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United states,2020-03-06,2020-03-13,Negative
Baby Pluto,Lil Uzi Vert,2,United states,2020-03-06,2020-03-13,Negative
That Way - Bonus Track,Lil Uzi Vert,3,United states,2020-03-06,2020-03-13,Positive
P2,Lil Uzi Vert,4,United states,2020-03-06,2020-03-13,Positive
Lo Mein,Lil Uzi Vert,5,United states,2020-03-06,2020-03-13,Positive
Silly Watch,Lil Uzi Vert,6,United states,2020-03-06,2020-03-13,Negative
Homecoming,Lil Uzi Vert,7,United states,2020-03-06,2020-03-13,Negative
Blueberry Faygo,Lil Mosey,8,United states,2020-03-06,2020-03-13,Negative
Blinding Lights,The Weeknd,9,United states,2020-03-06,2020-03-13,Negative
Prices,Lil Uzi Vert,10,United states,2020-03-06,2020-03-13,Negative
I'm Sorry,Lil Uzi Vert,11,United states,2020-03-06,2020-03-13,Negative
Say So,Doja Cat,12,United states,2020-03-06,2020-03-13,Positive
POP,Lil Uzi Vert,13,United states,2020-03-06,2020-03-13,Negative
Celebration Station,Lil Uzi Vert,14,United states,2020-03-06,2020-03-13,Negative
Intentions (feat. Quavo),Justin Bieber,15,United states,2020-03-06,2020-03-13,Positive
Bigger Than Life,Lil Uzi Vert,16,United states,2020-03-06,2020-03-13,Negative
Venetia,Lil Uzi Vert,17,United states,2020-03-06,2020-03-13,Positive
Futsal Shuffle 2020 - Bonus Track,Lil Uzi Vert,18,United states,2020-03-06,2020-03-13,Positive
You Better Move,Lil Uzi Vert,19,United states,2020-03-06,2020-03-13,Positive
Life Is Good (feat. Drake),Future,20,United states,2020-03-06,2020-03-13,Positive
