song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United kingdom,2020-04-10,2020-04-17,Negative
Toosie Slide,Drake,2,United kingdom,2020-04-10,2020-04-17,Positive
Roses - Imanbek Remix,SAINt JHN,3,United kingdom,2020-04-10,2020-04-17,Negative
Blueberry Faygo,Lil Mosey,4,United kingdom,2020-04-10,2020-04-17,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,5,United kingdom,2020-04-10,2020-04-17,Positive
Say So,Doja Cat,6,United kingdom,2020-04-10,2020-04-17,Positive
The Box,Roddy Ricch,7,United kingdom,2020-04-10,2020-04-17,Negative
Don't Start Now,Dua Lipa,8,United kingdom,2020-04-10,2020-04-17,Negative
Physical,Dua Lipa,9,United kingdom,2020-04-10,2020-04-17,Positive
Break My Heart,Dua Lipa,10,United kingdom,2020-04-10,2020-04-17,could not determine analysis
Dance Monkey,Tones And I,11,United kingdom,2020-04-10,2020-04-17,Neutral
Lonely,Joel Corry,12,United kingdom,2020-04-10,2020-04-17,Negative
Intentions (feat. Quavo),Justin Bieber,13,United kingdom,2020-04-10,2020-04-17,Positive
Flowers (feat. Jaykae),Nathan Dawe,14,United kingdom,2020-04-10,2020-04-17,Negative
Boyfriend,Mabel,15,United kingdom,2020-04-10,2020-04-17,Positive
Before You Go,Lewis Capaldi,16,United kingdom,2020-04-10,2020-04-17,Negative
Savage,Megan Thee Stallion,17,United kingdom,2020-04-10,2020-04-17,Negative
BELIEVE IT,PARTYNEXTDOOR,18,United kingdom,2020-04-10,2020-04-17,Positive
Supalonely,BENEE,19,United kingdom,2020-04-10,2020-04-17,Negative
Someone You Loved,Lewis Capaldi,20,United kingdom,2020-04-10,2020-04-17,Positive
