song_name,song_artist,track number,country,start date,end date,Analysis
"Muqabla (From ""Street Dancer 3D"")",Yash Narvekar,1,India,2019-12-27,2020-01-03,could not determine analysis
"Ghungroo (From ""War"")",Arijit Singh,2,India,2019-12-27,2020-01-03,could not determine analysis
Falling,Trevor Daniel,3,India,2019-12-27,2020-01-03,Positive
Yaad Piya Ki Aane Lagi,Neha Kakkar,4,India,2019-12-27,2020-01-03,could not determine analysis
Makhna,Tanishk Bagchi,5,India,2019-12-27,2020-01-03,Neutral
Memories,Maroon 5,6,India,2019-12-27,2020-01-03,Positive
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,7,India,2019-12-27,2020-01-03,Neutral
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,8,India,2019-12-27,2020-01-03,Negative
Señorita,Shawn Mendes,9,India,2019-12-27,2020-01-03,Positive
"Tum Hi Aana (From ""Marjaavaan"")",Payal Dev,10,India,2019-12-27,2020-01-03,Neutral
ROXANNE,Arizona Zervas,11,India,2019-12-27,2020-01-03,Positive
"O Saki Saki (From ""Batla House"")",Neha Kakkar,12,India,2019-12-27,2020-01-03,Neutral
"Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,13,India,2019-12-27,2020-01-03,could not determine analysis
Filhall,B Praak,14,India,2019-12-27,2020-01-03,Neutral
Pal Pal Dil Ke Paas- Title Track,Arijit Singh,15,India,2019-12-27,2020-01-03,could not determine analysis
"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",Tony Kakkar,16,India,2019-12-27,2020-01-03,could not determine analysis
Blinding Lights,The Weeknd,17,India,2019-12-27,2020-01-03,Negative
"Bekhayali (From ""Kabir Singh"")",Sachet Tandon,18,India,2019-12-27,2020-01-03,could not determine analysis
Circles,Post Malone,19,India,2019-12-27,2020-01-03,Positive
"Duniyaa (From ""Luka Chuppi"")",Akhil,20,India,2019-12-27,2020-01-03,Neutral
Yummy,Justin Bieber,2,India,2020-01-03,2020-01-10,Positive
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,10,India,2020-01-03,2020-01-10,could not determine analysis
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,15,India,2020-01-03,2020-01-10,could not determine analysis
Rare,Selena Gomez,9,India,2020-01-10,2020-01-17,Positive
Buttabomma - Telugu,Armaan Malik,17,India,2020-01-10,2020-01-17,could not determine analysis
"Lagdi Lahore Di (From ""Street Dancer 3D"")",Guru Randhawa,7,India,2020-01-17,2020-01-24,Positive
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,8,India,2020-01-17,2020-01-24,could not determine analysis
Black Swan,BTS,10,India,2020-01-17,2020-01-24,Positive
Godzilla (feat. Juice WRLD),Eminem,11,India,2020-01-17,2020-01-24,Neutral
