song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United kingdom,2020-01-31,2020-02-07,Negative
Blinding Lights,The Weeknd,2,United kingdom,2020-01-31,2020-02-07,Negative
Godzilla (feat. Juice WRLD),Eminem,3,United kingdom,2020-01-31,2020-02-07,Neutral
Dance Monkey,Tones And I,4,United kingdom,2020-01-31,2020-02-07,Neutral
Before You Go,Lewis Capaldi,5,United kingdom,2020-01-31,2020-02-07,Negative
Life Is Good (feat. Drake),Future,6,United kingdom,2020-01-31,2020-02-07,Positive
Don't Start Now,Dua Lipa,7,United kingdom,2020-01-31,2020-02-07,could not determine analysis
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,8,United kingdom,2020-01-31,2020-02-07,could not determine analysis
ROXANNE,Arizona Zervas,9,United kingdom,2020-01-31,2020-02-07,could not determine analysis
everything i wanted,Billie Eilish,10,United kingdom,2020-01-31,2020-02-07,Negative
Adore You,Harry Styles,11,United kingdom,2020-01-31,2020-02-07,Positive
Someone You Loved,Lewis Capaldi,12,United kingdom,2020-01-31,2020-02-07,Positive
Yummy,Justin Bieber,13,United kingdom,2020-01-31,2020-02-07,Positive
Wake Up Call (feat. Trippie Redd),KSI,14,United kingdom,2020-01-31,2020-02-07,Positive
Falling,Trevor Daniel,15,United kingdom,2020-01-31,2020-02-07,Positive
Physical,Dua Lipa,16,United kingdom,2020-01-31,2020-02-07,Positive
My Oh My (feat. DaBaby),Camila Cabello,17,United kingdom,2020-01-31,2020-02-07,Neutral
Play Play (feat. Burna Boy),J Hus,18,United kingdom,2020-01-31,2020-02-07,Positive
You should be sad,Halsey,19,United kingdom,2020-01-31,2020-02-07,could not determine analysis
Ei8ht Mile (feat. Aitch),DigDat,20,United kingdom,2020-01-31,2020-02-07,Positive
