song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United kingdom,2020-03-27,2020-04-03,Negative
Roses - Imanbek Remix,SAINt JHN,2,United kingdom,2020-03-27,2020-04-03,Negative
Physical,Dua Lipa,3,United kingdom,2020-03-27,2020-04-03,Positive
Don't Start Now,Dua Lipa,4,United kingdom,2020-03-27,2020-04-03,Negative
The Box,Roddy Ricch,5,United kingdom,2020-03-27,2020-04-03,Negative
Break My Heart,Dua Lipa,6,United kingdom,2020-03-27,2020-04-03,Positive
Blueberry Faygo,Lil Mosey,7,United kingdom,2020-03-27,2020-04-03,Negative
Say So,Doja Cat,8,United kingdom,2020-03-27,2020-04-03,Positive
death bed (coffee for your head) (feat. beabadoobee),Powfu,9,United kingdom,2020-03-27,2020-04-03,Positive
BELIEVE IT,PARTYNEXTDOOR,10,United kingdom,2020-03-27,2020-04-03,Positive
Dance Monkey,Tones And I,11,United kingdom,2020-03-27,2020-04-03,Neutral
Intentions (feat. Quavo),Justin Bieber,12,United kingdom,2020-03-27,2020-04-03,Positive
Lonely,Joel Corry,13,United kingdom,2020-03-27,2020-04-03,Negative
Before You Go,Lewis Capaldi,14,United kingdom,2020-03-27,2020-04-03,Negative
Rain,Aitch,15,United kingdom,2020-03-27,2020-04-03,Negative
Boyfriend,Mabel,16,United kingdom,2020-03-27,2020-04-03,Positive
Adore You,Harry Styles,17,United kingdom,2020-03-27,2020-04-03,Positive
Waze,Skepta,18,United kingdom,2020-03-27,2020-04-03,could not determine analysis
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,19,United kingdom,2020-03-27,2020-04-03,could not determine analysis
Someone You Loved,Lewis Capaldi,20,United kingdom,2020-03-27,2020-04-03,Positive
