song_name,song_artist,track number,country,start date,end date,Analysis
Safaera,Bad Bunny,1,Mexico,2020-04-17,2020-04-24,Negative
Favorito,Camilo,2,Mexico,2020-04-17,2020-04-24,Negative
Yo Perreo Sola,Bad Bunny,3,Mexico,2020-04-17,2020-04-24,Negative
Rojo,J Balvin,4,Mexico,2020-04-17,2020-04-24,Neutral
Blinding Lights,The Weeknd,5,Mexico,2020-04-17,2020-04-24,Negative
Si Veo a Tu Mamá,Bad Bunny,6,Mexico,2020-04-17,2020-04-24,Negative
Tusa,KAROL G,7,Mexico,2020-04-17,2020-04-24,Negative
Tattoo,Rauw Alejandro,8,Mexico,2020-04-17,2020-04-24,Negative
Morado,J Balvin,9,Mexico,2020-04-17,2020-04-24,Negative
La Difícil,Bad Bunny,10,Mexico,2020-04-17,2020-04-24,Negative
Ignorantes,Bad Bunny,11,Mexico,2020-04-17,2020-04-24,Negative
Jangueo,Alex Rose,12,Mexico,2020-04-17,2020-04-24,Negative
Se Me Olvidó,Christian Nodal,13,Mexico,2020-04-17,2020-04-24,Negative
Don't Start Now,Dua Lipa,14,Mexico,2020-04-17,2020-04-24,Negative
AYAYAY!,Christian Nodal,15,Mexico,2020-04-17,2020-04-24,Negative
Amarillo,J Balvin,16,Mexico,2020-04-17,2020-04-24,Negative
Sigues Con El,Dímelo Flow,17,Mexico,2020-04-17,2020-04-24,Negative
Diosa,Myke Towers,18,Mexico,2020-04-17,2020-04-24,Negative
Break My Heart,Dua Lipa,19,Mexico,2020-04-17,2020-04-24,Positive
Dance Monkey,Tones And I,20,Mexico,2020-04-17,2020-04-24,Neutral
Azul,J Balvin,19,Mexico,2020-04-24,2020-05-01,Negative
Qué Maldición,Banda MS de Sergio Lizárraga,1,Mexico,2020-05-01,2020-05-08,Positive
BYE ME FUI,Bad Bunny,7,Mexico,2020-05-08,2020-05-15,Positive
PA' ROMPERLA,Bad Bunny,10,Mexico,2020-05-08,2020-05-15,Negative
CANCIÓN CON YANDEL,Yandel,12,Mexico,2020-05-08,2020-05-15,Negative
MÁS DE UNA CITA,Bad Bunny,20,Mexico,2020-05-08,2020-05-15,Negative
