song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United kingdom,2020-03-06,2020-03-13,Negative
Rain,Aitch,2,United kingdom,2020-03-06,2020-03-13,Negative
The Box,Roddy Ricch,3,United kingdom,2020-03-06,2020-03-13,Negative
Roses - Imanbek Remix,SAINt JHN,4,United kingdom,2020-03-06,2020-03-13,Negative
Say So,Doja Cat,5,United kingdom,2020-03-06,2020-03-13,Positive
Dance Monkey,Tones And I,6,United kingdom,2020-03-06,2020-03-13,Neutral
Don't Start Now,Dua Lipa,7,United kingdom,2020-03-06,2020-03-13,Negative
Intentions (feat. Quavo),Justin Bieber,8,United kingdom,2020-03-06,2020-03-13,Positive
Before You Go,Lewis Capaldi,9,United kingdom,2020-03-06,2020-03-13,Negative
No Time To Die,Billie Eilish,10,United kingdom,2020-03-06,2020-03-13,Negative
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,11,United kingdom,2020-03-06,2020-03-13,could not determine analysis
Lonely,Joel Corry,12,United kingdom,2020-03-06,2020-03-13,Negative
Someone You Loved,Lewis Capaldi,13,United kingdom,2020-03-06,2020-03-13,Positive
Godzilla (feat. Juice WRLD),Eminem,14,United kingdom,2020-03-06,2020-03-13,Neutral
Physical,Dua Lipa,15,United kingdom,2020-03-06,2020-03-13,Positive
Life Is Good (feat. Drake),Future,16,United kingdom,2020-03-06,2020-03-13,Positive
Adore You,Harry Styles,17,United kingdom,2020-03-06,2020-03-13,Positive
You should be sad,Halsey,18,United kingdom,2020-03-06,2020-03-13,Negative
ROXANNE,Arizona Zervas,19,United kingdom,2020-03-06,2020-03-13,Positive
Stupid Love,Lady Gaga,20,United kingdom,2020-03-06,2020-03-13,Positive
