song_name,song_artist,track number,country,start date,end date,Analysis
Liberdade Provisória,Henrique &amp; Juliano,1,Brazil,2020-01-10,2020-01-17,could not determine analysis
SENTADÃO,Pedro Sampaio,2,Brazil,2020-01-10,2020-01-17,Negative
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,3,Brazil,2020-01-10,2020-01-17,could not determine analysis
Combatchy (feat. MC Rebecca),Anitta,4,Brazil,2020-01-10,2020-01-17,Negative
Cheirosa - Ao Vivo,Jorge &amp; Mateus,5,Brazil,2020-01-10,2020-01-17,could not determine analysis
Surtada - Remix Brega Funk,Dadá Boladão,6,Brazil,2020-01-10,2020-01-17,Neutral
Dance Monkey,Tones And I,7,Brazil,2020-01-10,2020-01-17,Neutral
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,8,Brazil,2020-01-10,2020-01-17,could not determine analysis
Supera - Ao Vivo,Marília Mendonça,9,Brazil,2020-01-10,2020-01-17,Positive
Graveto - Ao Vivo,Marília Mendonça,10,Brazil,2020-01-10,2020-01-17,could not determine analysis
Some que ele vem atrás,Anitta,11,Brazil,2020-01-10,2020-01-17,Neutral
Verdinha,Ludmilla,12,Brazil,2020-01-10,2020-01-17,Negative
S de Saudade,Luíza &amp; Maurílio,13,Brazil,2020-01-10,2020-01-17,could not determine analysis
3 Batidas - Ao Vivo,Guilherme &amp; Benuto,14,Brazil,2020-01-10,2020-01-17,could not determine analysis
Porta Mala,Os Parazim,15,Brazil,2020-01-10,2020-01-17,could not determine analysis
Gaiola É o Troco,MC Du Black,16,Brazil,2020-01-10,2020-01-17,Positive
Tijolão - Ao Vivo,Jorge &amp; Mateus,17,Brazil,2020-01-10,2020-01-17,could not determine analysis
Hit Contagiante,Felipe Original,18,Brazil,2020-01-10,2020-01-17,Negative
Chama Ela (feat. Pedro Sampaio),Lexa,19,Brazil,2020-01-10,2020-01-17,Negative
Yummy,Justin Bieber,20,Brazil,2020-01-10,2020-01-17,Positive
