song_name,song_artist,track number,country,start date,end date,Analysis
Genda Phool (feat. Payal Dev),Badshah,1,India,2020-04-17,2020-04-24,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,2,India,2020-04-17,2020-04-24,Positive
Skechers,DripReport,3,India,2020-04-17,2020-04-24,Positive
Shayad,Pritam,4,India,2020-04-17,2020-04-24,Neutral
Falling,Trevor Daniel,5,India,2020-04-17,2020-04-24,Positive
Blinding Lights,The Weeknd,6,India,2020-04-17,2020-04-24,Negative
Illegal Weapon 2.0,Jasmine Sandlas,7,India,2020-04-17,2020-04-24,Neutral
"Ghungroo (From ""War"")",Arijit Singh,8,India,2020-04-17,2020-04-24,could not determine analysis
Toosie Slide,Drake,9,India,2020-04-17,2020-04-24,Positive
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,10,India,2020-04-17,2020-04-24,Negative
"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,11,India,2020-04-17,2020-04-24,could not determine analysis
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,12,India,2020-04-17,2020-04-24,Neutral
Haan Main Galat,Pritam,13,India,2020-04-17,2020-04-24,Neutral
"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")",Ayushmann Khurrana,14,India,2020-04-17,2020-04-24,Neutral
Intentions (feat. Quavo),Justin Bieber,15,India,2020-04-17,2020-04-24,Positive
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Rochak,16,India,2020-04-17,2020-04-24,could not determine analysis
Roses - Imanbek Remix,SAINt JHN,17,India,2020-04-17,2020-04-24,Negative
Pal Pal Dil Ke Paas- Title Track,Arijit Singh,18,India,2020-04-17,2020-04-24,could not determine analysis
Makhna,Tanishk Bagchi,19,India,2020-04-17,2020-04-24,Neutral
The Box,Roddy Ricch,20,India,2020-04-17,2020-04-24,Negative
Be Kind (with Halsey),Marshmello,19,India,2020-05-01,2020-05-08,Positive
Stuck with U (with Justin Bieber),Ariana Grande,2,India,2020-05-08,2020-05-15,Negative
Play Date,Melanie Martinez,5,India,2020-05-08,2020-05-15,Positive
"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,20,India,2020-05-08,2020-05-15,could not determine analysis
