song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United states,2020-01-24,2020-01-31,Negative
Life Is Good (feat. Drake),Future,2,United states,2020-01-24,2020-01-31,Positive
Godzilla (feat. Juice WRLD),Eminem,3,United states,2020-01-24,2020-01-31,Neutral
ROXANNE,Arizona Zervas,4,United states,2020-01-24,2020-01-31,Positive
BOP,DaBaby,5,United states,2020-01-24,2020-01-31,could not determine analysis
Suicidal,YNW Melly,6,United states,2020-01-24,2020-01-31,Negative
Falling,Trevor Daniel,7,United states,2020-01-24,2020-01-31,Positive
Blinding Lights,The Weeknd,8,United states,2020-01-24,2020-01-31,Negative
everything i wanted,Billie Eilish,9,United states,2020-01-24,2020-01-31,Negative
Circles,Post Malone,10,United states,2020-01-24,2020-01-31,Positive
High Fashion (feat. Mustard),Roddy Ricch,11,United states,2020-01-24,2020-01-31,could not determine analysis
Dance Monkey,Tones And I,12,United states,2020-01-24,2020-01-31,Neutral
Good News,Mac Miller,13,United states,2020-01-24,2020-01-31,Negative
Bandit (with YoungBoy Never Broke Again),Juice WRLD,14,United states,2020-01-24,2020-01-31,Positive
Ballin' (with Roddy Ricch),Mustard,15,United states,2020-01-24,2020-01-31,Positive
You should be sad,Halsey,16,United states,2020-01-24,2020-01-31,Negative
Yummy,Justin Bieber,17,United states,2020-01-24,2020-01-31,Positive
bad guy,Billie Eilish,18,United states,2020-01-24,2020-01-31,Negative
TOES (feat. Lil Baby &amp; Moneybagg Yo),DaBaby,19,United states,2020-01-24,2020-01-31,could not determine analysis
Don't Start Now,Dua Lipa,20,United states,2020-01-24,2020-01-31,Negative
