song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United kingdom,2020-02-28,2020-03-06,Negative
The Box,Roddy Ricch,2,United kingdom,2020-02-28,2020-03-06,Negative
Roses - Imanbek Remix,SAINt JHN,3,United kingdom,2020-02-28,2020-03-06,Negative
No Time To Die,Billie Eilish,4,United kingdom,2020-02-28,2020-03-06,Negative
Don't Start Now,Dua Lipa,5,United kingdom,2020-02-28,2020-03-06,Negative
Intentions (feat. Quavo),Justin Bieber,6,United kingdom,2020-02-28,2020-03-06,Positive
Before You Go,Lewis Capaldi,7,United kingdom,2020-02-28,2020-03-06,Negative
Dance Monkey,Tones And I,8,United kingdom,2020-02-28,2020-03-06,Neutral
Say So,Doja Cat,9,United kingdom,2020-02-28,2020-03-06,Positive
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,10,United kingdom,2020-02-28,2020-03-06,could not determine analysis
Stupid Love,Lady Gaga,11,United kingdom,2020-02-28,2020-03-06,Positive
Lonely,Joel Corry,12,United kingdom,2020-02-28,2020-03-06,Negative
Life Is Good (feat. Drake),Future,13,United kingdom,2020-02-28,2020-03-06,Positive
Someone You Loved,Lewis Capaldi,14,United kingdom,2020-02-28,2020-03-06,Positive
Adore You,Harry Styles,15,United kingdom,2020-02-28,2020-03-06,Positive
Godzilla (feat. Juice WRLD),Eminem,16,United kingdom,2020-02-28,2020-03-06,Neutral
You should be sad,Halsey,17,United kingdom,2020-02-28,2020-03-06,Negative
ROXANNE,Arizona Zervas,18,United kingdom,2020-02-28,2020-03-06,Positive
Physical,Dua Lipa,19,United kingdom,2020-02-28,2020-03-06,Positive
everything i wanted,Billie Eilish,20,United kingdom,2020-02-28,2020-03-06,could not determine analysis
