song_name,song_artist,track number,country,start date,end date,Analysis
No Time To Die,Billie Eilish,1,Bulgaria,2020-02-14,2020-02-21,Negative
The Box,Roddy Ricch,2,Bulgaria,2020-02-14,2020-02-21,could not determine analysis
Blinding Lights,The Weeknd,3,Bulgaria,2020-02-14,2020-02-21,Negative
Life Is Good (feat. Drake),Future,4,Bulgaria,2020-02-14,2020-02-21,Positive
Godzilla (feat. Juice WRLD),Eminem,5,Bulgaria,2020-02-14,2020-02-21,Neutral
Roses - Imanbek Remix,SAINt JHN,6,Bulgaria,2020-02-14,2020-02-21,Negative
everything i wanted,Billie Eilish,7,Bulgaria,2020-02-14,2020-02-21,Negative
Dance Monkey,Tones And I,8,Bulgaria,2020-02-14,2020-02-21,Neutral
Falling,Trevor Daniel,9,Bulgaria,2020-02-14,2020-02-21,Positive
Don't Start Now,Dua Lipa,10,Bulgaria,2020-02-14,2020-02-21,Negative
After Hours,The Weeknd,11,Bulgaria,2020-02-14,2020-02-21,Negative
Intentions (feat. Quavo),Justin Bieber,12,Bulgaria,2020-02-14,2020-02-21,Positive
Give No Fxk,Migos,13,Bulgaria,2020-02-14,2020-02-21,could not determine analysis
ROXANNE,Arizona Zervas,14,Bulgaria,2020-02-14,2020-02-21,Positive
Yummy,Justin Bieber,15,Bulgaria,2020-02-14,2020-02-21,Positive
Physical,Dua Lipa,16,Bulgaria,2020-02-14,2020-02-21,Positive
bad guy,Billie Eilish,17,Bulgaria,2020-02-14,2020-02-21,Negative
HIGHEST IN THE ROOM,Travis Scott,18,Bulgaria,2020-02-14,2020-02-21,Positive
Lose Control,MEDUZA,19,Bulgaria,2020-02-14,2020-02-21,Positive
My Oh My (feat. DaBaby),Camila Cabello,20,Bulgaria,2020-02-14,2020-02-21,Neutral
