song_name,song_artist,track number,country,start date,end date,Analysis
All I Want for Christmas Is You,Mariah Carey,1,United kingdom,2019-12-20,2019-12-27,could not determine analysis
Last Christmas,Wham!,2,United kingdom,2019-12-20,2019-12-27,Positive
Rockin' Around The Christmas Tree,Brenda Lee,3,United kingdom,2019-12-20,2019-12-27,Positive
It's Beginning to Look a Lot like Christmas,Michael Bublé,4,United kingdom,2019-12-20,2019-12-27,Positive
Fairytale of New York (feat. Kirsty MacColl),The Pogues,5,United kingdom,2019-12-20,2019-12-27,Positive
Do They Know It's Christmas? - 1984 Version,Band Aid,6,United kingdom,2019-12-20,2019-12-27,Negative
It's the Most Wonderful Time of the Year,Andy Williams,7,United kingdom,2019-12-20,2019-12-27,Positive
Santa Tell Me,Ariana Grande,8,United kingdom,2019-12-20,2019-12-27,Positive
Merry Christmas Everyone,Shakin' Stevens,9,United kingdom,2019-12-20,2019-12-27,Positive
Dance Monkey,Tones And I,10,United kingdom,2019-12-20,2019-12-27,Neutral
Jingle Bell Rock,BobHelms,11,United kingdom,2019-12-20,2019-12-27,could not determine analysis
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,12,United kingdom,2019-12-20,2019-12-27,could not determine analysis
Step Into Christmas,Elton John,13,United kingdom,2019-12-20,2019-12-27,Positive
Driving Home for Christmas - 2019 Remaster,Chris Rea,14,United kingdom,2019-12-20,2019-12-27,Negative
Happy Xmas (War Is Over) - Remastered,John Lennon,15,United kingdom,2019-12-20,2019-12-27,could not determine analysis
Holly Jolly Christmas,Michael Bublé,16,United kingdom,2019-12-20,2019-12-27,Positive
Underneath the Tree,Kelly Clarkson,17,United kingdom,2019-12-20,2019-12-27,Positive
Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,18,United kingdom,2019-12-20,2019-12-27,Positive
ROXANNE,Arizona Zervas,19,United kingdom,2019-12-20,2019-12-27,Positive
Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,20,United kingdom,2019-12-20,2019-12-27,could not determine analysis
