song_name,song_artist,track number,country,start date,end date,Analysis
THE SCOTTS,THE SCOTTS,1,Bulgaria,2020-04-24,2020-05-01,Positive
Toosie Slide,Drake,2,Bulgaria,2020-04-24,2020-05-01,Positive
SICKO MODE,Travis Scott,3,Bulgaria,2020-04-24,2020-05-01,Positive
Roses - Imanbek Remix,SAINt JHN,4,Bulgaria,2020-04-24,2020-05-01,Negative
Blinding Lights,The Weeknd,5,Bulgaria,2020-04-24,2020-05-01,Negative
The Box,Roddy Ricch,6,Bulgaria,2020-04-24,2020-05-01,Negative
HIGHEST IN THE ROOM,Travis Scott,7,Bulgaria,2020-04-24,2020-05-01,Positive
goosebumps,Travis Scott,8,Bulgaria,2020-04-24,2020-05-01,Positive
Blueberry Faygo,Lil Mosey,9,Bulgaria,2020-04-24,2020-05-01,Negative
Don't Start Now,Dua Lipa,10,Bulgaria,2020-04-24,2020-05-01,Negative
Savage,Megan Thee Stallion,11,Bulgaria,2020-04-24,2020-05-01,Negative
Say So,Doja Cat,12,Bulgaria,2020-04-24,2020-05-01,Positive
Life Is Good (feat. Drake),Future,13,Bulgaria,2020-04-24,2020-05-01,Positive
Break My Heart,Dua Lipa,14,Bulgaria,2020-04-24,2020-05-01,Positive
Boss Bitch,Doja Cat,15,Bulgaria,2020-04-24,2020-05-01,Negative
Falling,Trevor Daniel,16,Bulgaria,2020-04-24,2020-05-01,Positive
Godzilla (feat. Juice WRLD),Eminem,17,Bulgaria,2020-04-24,2020-05-01,Neutral
Righteous,Juice WRLD,18,Bulgaria,2020-04-24,2020-05-01,Negative
WHATS POPPIN,Jack Harlow,19,Bulgaria,2020-04-24,2020-05-01,Negative
Physical,Dua Lipa,20,Bulgaria,2020-04-24,2020-05-01,Positive
