song_name,song_artist,track number,country,start date,end date,Analysis
Liberdade Provisória - Ao Vivo,Henrique &amp; Juliano,1,Brazil,2020-01-31,2020-02-07,could not determine analysis
Tudo Ok,Thiaguinho MT,2,Brazil,2020-01-31,2020-02-07,Positive
SENTADÃO,Pedro Sampaio,3,Brazil,2020-01-31,2020-02-07,Negative
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,4,Brazil,2020-01-31,2020-02-07,could not determine analysis
Graveto - Ao Vivo,Marília Mendonça,5,Brazil,2020-01-31,2020-02-07,could not determine analysis
Vem Me Satisfazer,MC Ingryd,6,Brazil,2020-01-31,2020-02-07,Negative
Dance Monkey,Tones And I,7,Brazil,2020-01-31,2020-02-07,Neutral
Combatchy (feat. MC Rebecca),Anitta,8,Brazil,2020-01-31,2020-02-07,Negative
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,9,Brazil,2020-01-31,2020-02-07,could not determine analysis
Surtada - Remix Brega Funk,Dadá Boladão,10,Brazil,2020-01-31,2020-02-07,Neutral
Cheirosa - Ao Vivo,Jorge &amp; Mateus,11,Brazil,2020-01-31,2020-02-07,could not determine analysis
Com ou Sem Mim - Ao Vivo,Gustavo Mioto,12,Brazil,2020-01-31,2020-02-07,Negative
S de Saudade,Luíza &amp; Maurílio,13,Brazil,2020-01-31,2020-02-07,could not determine analysis
Porta Mala,Os Parazim,14,Brazil,2020-01-31,2020-02-07,could not determine analysis
Supera - Ao Vivo,Marília Mendonça,15,Brazil,2020-01-31,2020-02-07,could not determine analysis
3 Batidas - Ao Vivo,Guilherme &amp; Benuto,16,Brazil,2020-01-31,2020-02-07,could not determine analysis
Aí Eu Bebo - Ao Vivo,Maiara &amp; Maraisa,17,Brazil,2020-01-31,2020-02-07,could not determine analysis
Verdinha,Ludmilla,18,Brazil,2020-01-31,2020-02-07,Negative
Paredão,MC Kevinho,19,Brazil,2020-01-31,2020-02-07,Negative
Don't Start Now,Dua Lipa,20,Brazil,2020-01-31,2020-02-07,Negative
