song_name,song_artist,track number,country,start date,end date,Analysis
Liberdade Provisória - Ao Vivo,Henrique &amp; Juliano,1,Brazil,2020-02-28,2020-03-06,could not determine analysis
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,2,Brazil,2020-02-28,2020-03-06,could not determine analysis
SENTADÃO,Pedro Sampaio,3,Brazil,2020-02-28,2020-03-06,Negative
Tudo Ok,Thiaguinho MT,4,Brazil,2020-02-28,2020-03-06,Positive
Litrão - Ao Vivo,Matheus &amp; Kauan,5,Brazil,2020-02-28,2020-03-06,could not determine analysis
Graveto - Ao Vivo,Marília Mendonça,6,Brazil,2020-02-28,2020-03-06,could not determine analysis
Rave de Favela (feat. BEAM),Major Lazer,7,Brazil,2020-02-28,2020-03-06,Negative
Vem Me Satisfazer,MC Ingryd,8,Brazil,2020-02-28,2020-03-06,Negative
Com ou Sem Mim - Ao Vivo,Gustavo Mioto,9,Brazil,2020-02-28,2020-03-06,Negative
Dance Monkey,Tones And I,10,Brazil,2020-02-28,2020-03-06,Neutral
S de Saudade,Luíza &amp; Maurílio,11,Brazil,2020-02-28,2020-03-06,could not determine analysis
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto &amp; Cristiano,12,Brazil,2020-02-28,2020-03-06,could not determine analysis
Cheirosa - Ao Vivo,Jorge &amp; Mateus,13,Brazil,2020-02-28,2020-03-06,could not determine analysis
Combatchy (feat. MC Rebecca),Anitta,14,Brazil,2020-02-28,2020-03-06,Negative
Stupid Love,Lady Gaga,15,Brazil,2020-02-28,2020-03-06,Positive
3 Batidas - Ao Vivo,Guilherme &amp; Benuto,16,Brazil,2020-02-28,2020-03-06,could not determine analysis
Porta Mala,Os Parazim,17,Brazil,2020-02-28,2020-03-06,could not determine analysis
Don't Start Now,Dua Lipa,18,Brazil,2020-02-28,2020-03-06,Negative
Supera - Ao Vivo,Marília Mendonça,19,Brazil,2020-02-28,2020-03-06,Positive
Surtada - Remix Brega Funk,Dadá Boladão,20,Brazil,2020-02-28,2020-03-06,Neutral
