song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United kingdom,2020-02-07,2020-02-14,could not determine analysis
Blinding Lights,The Weeknd,2,United kingdom,2020-02-07,2020-02-14,Negative
Don't Start Now,Dua Lipa,3,United kingdom,2020-02-07,2020-02-14,Negative
Dance Monkey,Tones And I,4,United kingdom,2020-02-07,2020-02-14,Neutral
Godzilla (feat. Juice WRLD),Eminem,5,United kingdom,2020-02-07,2020-02-14,Neutral
Life Is Good (feat. Drake),Future,6,United kingdom,2020-02-07,2020-02-14,Positive
Before You Go,Lewis Capaldi,7,United kingdom,2020-02-07,2020-02-14,Negative
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,8,United kingdom,2020-02-07,2020-02-14,could not determine analysis
everything i wanted,Billie Eilish,9,United kingdom,2020-02-07,2020-02-14,Negative
ROXANNE,Arizona Zervas,10,United kingdom,2020-02-07,2020-02-14,Positive
Adore You,Harry Styles,11,United kingdom,2020-02-07,2020-02-14,Positive
Roses - Imanbek Remix,SAINt JHN,12,United kingdom,2020-02-07,2020-02-14,Negative
Someone You Loved,Lewis Capaldi,13,United kingdom,2020-02-07,2020-02-14,Positive
Falling,Trevor Daniel,14,United kingdom,2020-02-07,2020-02-14,Positive
Intentions,Justin Bieber,15,United kingdom,2020-02-07,2020-02-14,Positive
You should be sad,Halsey,16,United kingdom,2020-02-07,2020-02-14,Negative
Yummy,Justin Bieber,17,United kingdom,2020-02-07,2020-02-14,Positive
My Oh My (feat. DaBaby),Camila Cabello,18,United kingdom,2020-02-07,2020-02-14,Neutral
Physical,Dua Lipa,19,United kingdom,2020-02-07,2020-02-14,Positive
Lose Control,MEDUZA,20,United kingdom,2020-02-07,2020-02-14,Positive
