song_name,song_artist,track number,country,start date,end date,Analysis
The Box,Roddy Ricch,1,United states,2020-01-31,2020-02-07,Negative
Life Is Good (feat. Drake),Future,2,United states,2020-01-31,2020-02-07,Positive
Godzilla (feat. Juice WRLD),Eminem,3,United states,2020-01-31,2020-02-07,Neutral
ROXANNE,Arizona Zervas,4,United states,2020-01-31,2020-02-07,Positive
Blinding Lights,The Weeknd,5,United states,2020-01-31,2020-02-07,Negative
Falling,Trevor Daniel,6,United states,2020-01-31,2020-02-07,Positive
Circles,Post Malone,7,United states,2020-01-31,2020-02-07,Positive
everything i wanted,Billie Eilish,8,United states,2020-01-31,2020-02-07,Negative
Suicidal,YNW Melly,9,United states,2020-01-31,2020-02-07,Negative
High Fashion (feat. Mustard),Roddy Ricch,10,United states,2020-01-31,2020-02-07,Negative
BOP,DaBaby,11,United states,2020-01-31,2020-02-07,Negative
Dance Monkey,Tones And I,12,United states,2020-01-31,2020-02-07,Neutral
Don't Start Now,Dua Lipa,13,United states,2020-01-31,2020-02-07,Negative
Ballin' (with Roddy Ricch),Mustard,14,United states,2020-01-31,2020-02-07,Positive
Bandit (with YoungBoy Never Broke Again),Juice WRLD,15,United states,2020-01-31,2020-02-07,Positive
"I Do It (ft. Big Sean, Lil Baby)",Lil Wayne,16,United states,2020-01-31,2020-02-07,Positive
Yummy,Justin Bieber,17,United states,2020-01-31,2020-02-07,Positive
TOES (feat. Lil Baby &amp; Moneybagg Yo),DaBaby,18,United states,2020-01-31,2020-02-07,could not determine analysis
Say So,Doja Cat,19,United states,2020-01-31,2020-02-07,Positive
You should be sad,Halsey,20,United states,2020-01-31,2020-02-07,Negative
