song_name,song_artist,track number,country,start date,end date,Analysis
ฝนตกไหม,Three Man Down,1,Thailand,2020-01-24,2020-01-31,could not determine analysis
Psycho,Red Velvet,2,Thailand,2020-01-24,2020-01-31,Positive
Yummy,Justin Bieber,3,Thailand,2020-01-24,2020-01-31,Positive
ลงใจ,BOWKYLION,4,Thailand,2020-01-24,2020-01-31,Neutral
รักได้ป่าว,Gavin D,5,Thailand,2020-01-24,2020-01-31,could not determine analysis
ทิ้งแต่เก็บ - เพลงประกอบภาพยนตร์ ฮาวทูทิ้ง..ทิ้งอย่างไร ไม่ให้เหลือเธอ,The Toys,6,Thailand,2020-01-24,2020-01-31,could not determine analysis
แอบดี (How to live without you),Stamp,7,Thailand,2020-01-24,2020-01-31,could not determine analysis
ภาวนา,MEYOU,8,Thailand,2020-01-24,2020-01-31,could not determine analysis
A Rocket to the Moon,Gavin D,9,Thailand,2020-01-24,2020-01-31,Positive
ถ้าฉันเป็นเขา,Indigo,10,Thailand,2020-01-24,2020-01-31,could not determine analysis
Any song,ZICO,11,Thailand,2020-01-24,2020-01-31,Negative
หวง (You're Mine),Earth Patravee,12,Thailand,2020-01-24,2020-01-31,could not determine analysis
เจ็บจนพอ,Wanyai,13,Thailand,2020-01-24,2020-01-31,could not determine analysis
Señorita,Shawn Mendes,14,Thailand,2020-01-24,2020-01-31,Positive
พัง,Indigo,15,Thailand,2020-01-24,2020-01-31,could not determine analysis
คำตอบ,Safeplanet,16,Thailand,2020-01-24,2020-01-31,could not determine analysis
Memories,Maroon 5,17,Thailand,2020-01-24,2020-01-31,Positive
นี่ฉันเอง feat. KOB FLAT BOY,Lipta,18,Thailand,2020-01-24,2020-01-31,could not determine analysis
รางวัลปลอบใจ,Zommarie,19,Thailand,2020-01-24,2020-01-31,could not determine analysis
Black Swan,BTS,20,Thailand,2020-01-24,2020-01-31,Positive
WIP WUP,Mindset,6,Thailand,2020-01-31,2020-02-07,could not determine analysis
หมอก,COLORPiTCH,11,Thailand,2020-01-31,2020-02-07,could not determine analysis
อย่าหายไปไหนอีกเลย,Twopee Southside,8,Thailand,2020-02-07,2020-02-14,could not determine analysis
หยุดได้แล้ว,MEAN,20,Thailand,2020-02-07,2020-02-14,could not determine analysis
ดี๊ดี (UNEXPECTED),JAYLERR,3,Thailand,2020-02-14,2020-02-21,could not determine analysis
พักก่อน,MILLI,7,Thailand,2020-02-14,2020-02-21,Negative
ใจสลาย,Whal &amp; Dolph,8,Thailand,2020-02-14,2020-02-21,could not determine analysis
1%,Stamp,10,Thailand,2020-02-14,2020-02-21,Positive
Intentions (feat. Quavo),Justin Bieber,15,Thailand,2020-02-14,2020-02-21,Positive
นิโคติน,Mirrr,19,Thailand,2020-02-14,2020-02-21,could not determine analysis
