song_name,song_artist,track number,country,start date,end date,Analysis
Blinding Lights,The Weeknd,1,United kingdom,2020-03-20,2020-03-27,Negative
Roses - Imanbek Remix,SAINt JHN,2,United kingdom,2020-03-20,2020-03-27,Negative
The Box,Roddy Ricch,3,United kingdom,2020-03-20,2020-03-27,Negative
Say So,Doja Cat,4,United kingdom,2020-03-20,2020-03-27,Positive
Rain,Aitch,5,United kingdom,2020-03-20,2020-03-27,Negative
Don't Start Now,Dua Lipa,6,United kingdom,2020-03-20,2020-03-27,Negative
Dance Monkey,Tones And I,7,United kingdom,2020-03-20,2020-03-27,Neutral
Lonely,Joel Corry,8,United kingdom,2020-03-20,2020-03-27,Negative
Physical,Dua Lipa,9,United kingdom,2020-03-20,2020-03-27,Positive
Intentions (feat. Quavo),Justin Bieber,10,United kingdom,2020-03-20,2020-03-27,Positive
Blueberry Faygo,Lil Mosey,11,United kingdom,2020-03-20,2020-03-27,Negative
Before You Go,Lewis Capaldi,12,United kingdom,2020-03-20,2020-03-27,Negative
Adore You,Harry Styles,13,United kingdom,2020-03-20,2020-03-27,Positive
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,14,United kingdom,2020-03-20,2020-03-27,could not determine analysis
In Your Eyes,The Weeknd,15,United kingdom,2020-03-20,2020-03-27,Negative
death bed (coffee for your head) (feat. beabadoobee),Powfu,16,United kingdom,2020-03-20,2020-03-27,Positive
Godzilla (feat. Juice WRLD),Eminem,17,United kingdom,2020-03-20,2020-03-27,Neutral
Someone You Loved,Lewis Capaldi,18,United kingdom,2020-03-20,2020-03-27,Positive
Boyfriend,Mabel,19,United kingdom,2020-03-20,2020-03-27,Positive
After Hours,The Weeknd,20,United kingdom,2020-03-20,2020-03-27,Negative
