song_name,song_artist,track number,country,start date,end date,Analysis
Dance Monkey,Tones And I,1,United kingdom,2019-12-27,2020-01-03,Neutral
Own It (feat. Ed Sheeran &amp; Burna Boy),Stormzy,2,United kingdom,2019-12-27,2020-01-03,could not determine analysis
ROXANNE,Arizona Zervas,3,United kingdom,2019-12-27,2020-01-03,Positive
Don't Start Now,Dua Lipa,4,United kingdom,2019-12-27,2020-01-03,could not determine analysis
Before You Go,Lewis Capaldi,5,United kingdom,2019-12-27,2020-01-03,Negative
everything i wanted,Billie Eilish,6,United kingdom,2019-12-27,2020-01-03,Negative
Someone You Loved,Lewis Capaldi,7,United kingdom,2019-12-27,2020-01-03,Positive
Adore You,Harry Styles,8,United kingdom,2019-12-27,2020-01-03,Positive
Lose Control,MEDUZA,9,United kingdom,2019-12-27,2020-01-03,Positive
Ride It,Regard,10,United kingdom,2019-12-27,2020-01-03,Negative
bad guy,Billie Eilish,11,United kingdom,2019-12-27,2020-01-03,Negative
Falling,Trevor Daniel,12,United kingdom,2019-12-27,2020-01-03,Positive
hot girl bummer,blackbear,13,United kingdom,2019-12-27,2020-01-03,Negative
My Oh My (feat. DaBaby),Camila Cabello,14,United kingdom,2019-12-27,2020-01-03,Neutral
Circles,Post Malone,15,United kingdom,2019-12-27,2020-01-03,Positive
Vossi Bop,Stormzy,16,United kingdom,2019-12-27,2020-01-03,Negative
Memories,Maroon 5,17,United kingdom,2019-12-27,2020-01-03,Positive
Pump It Up,Endor,18,United kingdom,2019-12-27,2020-01-03,Neutral
Blinding Lights,The Weeknd,19,United kingdom,2019-12-27,2020-01-03,Negative
Lights Up,Harry Styles,20,United kingdom,2019-12-27,2020-01-03,Positive
