song_name,song_artist,track number,country,start date,end date,Analysis
Lối Nhỏ,Đen,1,Vietnam,2019-11-29,2019-12-06,Neutral
Memories,Maroon 5,2,Vietnam,2019-11-29,2019-12-06,Positive
Señorita,Shawn Mendes,3,Vietnam,2019-11-29,2019-12-06,Positive
Dance Monkey,Tones And I,4,Vietnam,2019-11-29,2019-12-06,Neutral
Em Day Chang Phai Thuy Kieu,Hoang Thuy Linh,5,Vietnam,2019-11-29,2019-12-06,Positive
Bài Này Chill Phết,Đen,6,Vietnam,2019-11-29,2019-12-06,Positive
everything i wanted,Billie Eilish,7,Vietnam,2019-11-29,2019-12-06,Negative
Đi Đu Đưa Đi,Bich Phuong,8,Vietnam,2019-11-29,2019-12-06,could not determine analysis
Có Người,Vu Cat Tuong,9,Vietnam,2019-11-29,2019-12-06,Negative
Hãy Trao Cho Anh,Sơn Tùng M-TP,10,Vietnam,2019-11-29,2019-12-06,Positive
I'm Still Loving You,Noo Phước Thịnh,11,Vietnam,2019-11-29,2019-12-06,Positive
LẦN CUỐI (đi bên em xót xa người ơi),Ngọt,12,Vietnam,2019-11-29,2019-12-06,Negative
De Mi Noi Cho Ma Nghe,Hoang Thuy Linh,13,Vietnam,2019-11-29,2019-12-06,Positive
bad guy,Billie Eilish,14,Vietnam,2019-11-29,2019-12-06,Negative
Duyen Am,Hoang Thuy Linh,15,Vietnam,2019-11-29,2019-12-06,Neutral
Can We Kiss Forever?,Kina,16,Vietnam,2019-11-29,2019-12-06,Negative
I Love You 3000,Stephanie Poetri,17,Vietnam,2019-11-29,2019-12-06,Positive
Let Me Down Slowly,Alec Benjamin,18,Vietnam,2019-11-29,2019-12-06,Positive
"10,000 Hours (with Justin Bieber)",Dan + Shay,19,Vietnam,2019-11-29,2019-12-06,Positive
7 rings,Ariana Grande,20,Vietnam,2019-11-29,2019-12-06,Positive
SUGA's Interlude,Halsey,5,Vietnam,2019-12-06,2019-12-13,could not determine analysis
Mascara,Chillies,6,Vietnam,2019-12-06,2019-12-13,Neutral
Thanh Xuan,Da LAB,16,Vietnam,2019-12-06,2019-12-13,Negative
Psycho,Red Velvet,1,Vietnam,2019-12-20,2019-12-27,Positive
Có Chàng Trai Viết Lên Cây,Phan Mạnh Quỳnh,5,Vietnam,2019-12-20,2019-12-27,Neutral
Lam Moi Toi Ngoi Khong,Hoang Thuy Linh,17,Vietnam,2019-12-20,2019-12-27,Negative
